hgnc_symbol,ensembl_gene_id
ENHO,ENSG00000168913
ENKUR,ENSG00000151023
ENPEP,ENSG00000138792
ENPP1,ENSG00000197594
ENPP2,ENSG00000136960
ENPP4,ENSG00000001561
ENTPD8,ENSG00000188833
ENTREP1,ENSG00000135063
EPAS1,ENSG00000116016
EPB41L3,ENSG00000082397
EPB41L4A,ENSG00000129595
EPB41L4B,ENSG00000095203
EPC1,ENSG00000120616
EPHA10,ENSG00000183317
EPHB3,ENSG00000182580
EPHB4,ENSG00000196411
EPHX3,ENSG00000105131
EPHX4,ENSG00000172031
EPIST,ENSG00000249082
EPM2A,ENSG00000112425
EPM2AIP1,ENSG00000178567
EPRS1,ENSG00000136628
EPS15,ENSG00000085832
ERAP2,ENSG00000164308
ERBB2,ENSG00000141736
ERCC3,ENSG00000163161
ERCC6,ENSG00000225830
ERF,ENSG00000105722
ERI1,ENSG00000292301
ERICH1,ENSG00000104714
ERICH3,ENSG00000178965
ERMAP,ENSG00000164010
ERMARD,ENSG00000130023
ERMP1,ENSG00000099219
ERN1,ENSG00000178607
ERN2,ENSG00000134398
ERP29,ENSG00000089248
ERV3-1,ENSG00000213462
ERVK3-1,ENSG00000142396
ESCO1,ENSG00000141446
ESPNL,ENSG00000144488
ETFB,ENSG00000105379
ETHE1,ENSG00000105755
ETNK2,ENSG00000143845
ETNPPL,ENSG00000164089
ETV2,ENSG00000105672
ETV3,ENSG00000117036
ETV6,ENSG00000139083
EVA1A,ENSG00000115363
EVI2A,ENSG00000126860
EXOC1,ENSG00000090989
EXOSC4,ENSG00000178896
EXOSC5,ENSG00000077348
EXOSC7,ENSG00000075914
EXPH5,ENSG00000110723
EXT2,ENSG00000151348
EXTL1,ENSG00000158008
EXTL2,ENSG00000162694
EZH1,ENSG00000108799
EZR,ENSG00000092820
F12,ENSG00000131187
F8A3,ENSG00000277150
FAAP20,ENSG00000162585
FABP2,ENSG00000145384
FABP5P1,ENSG00000236972
FADS3,ENSG00000221968
FAHD2A,ENSG00000292086
FAM110C,ENSG00000184731
FAM111A,ENSG00000166801
FAM111A-DT,ENSG00000245571
FAM111B,ENSG00000189057
FAM120A2P,ENSG00000204352
FAM133A,ENSG00000179083
FAM135B,ENSG00000147724
FAM13A,ENSG00000138640
FAM151B,ENSG00000152380
FAM153CP,ENSG00000204677
FAM156B,ENSG00000179304
FAM162A,ENSG00000114023
FAM162B,ENSG00000183807
FAM168A,ENSG00000054965
FAM168B,ENSG00000152102
FAM170B,ENSG00000172538
FAM171A1,ENSG00000148468
FAM171B,ENSG00000144369
FAM174B,ENSG00000185442
FAM177B,ENSG00000197520
FAM180A,ENSG00000189320
FAM184A,ENSG00000111879
FAM185BP,ENSG00000214439
FAM192BP,ENSG00000231841
FAM193A,ENSG00000125386
FAM200A,ENSG00000221909
FAM204A,ENSG00000165669
FAM209A,ENSG00000124103
FAM210A,ENSG00000177150
FAM210B,ENSG00000124098
FAM217B,ENSG00000196227
FAM225A,ENSG00000231528
FAM226B,ENSG00000269911
FAM227B,ENSG00000166262
FAM229B,ENSG00000203778
FAM234B,ENSG00000084444
FAM241A,ENSG00000174749
FAM25A,ENSG00000188100
FAM25G,ENSG00000189090
FAM27B,ENSG00000278763
FAM27E3,ENSG00000274026
FAM3A,ENSG00000071889
FAM43A,ENSG00000185112
FAM47A,ENSG00000185448
FAM50B,ENSG00000145945
FAM53C,ENSG00000120709
FAM78A,ENSG00000126882
FAM78B,ENSG00000188859
FAM81B,ENSG00000153347
FAM83A,ENSG00000147689
FAM83B,ENSG00000168143
FAM83C-AS1,ENSG00000235214
FAM83H,ENSG00000180921
FAM86C2P,ENSG00000160172
FAM86FP,ENSG00000164845
FAM98C,ENSG00000130244
FAM9C,ENSG00000187268
FAN1,ENSG00000276787
FANCD2,ENSG00000144554
FANCE,ENSG00000112039
FANCF,ENSG00000183161
FANK1,ENSG00000203780
FAP,ENSG00000078098
FARP2,ENSG00000006607
FARS2,ENSG00000145982
FARSA,ENSG00000179115
FASTKD2,ENSG00000118246
FAT4,ENSG00000196159
FBF1,ENSG00000188878
FBN3,ENSG00000142449
FBXL19-AS1,ENSG00000260852
FBXL2,ENSG00000153558
FBXL6,ENSG00000285442
FBXO16,ENSG00000214050
FBXO44,ENSG00000132879
FBXO46,ENSG00000177051
FBXO6,ENSG00000116663
FBXW10,ENSG00000171931
FBXW4,ENSG00000107829
FBXW9,ENSG00000132004
FCGBP,ENSG00000281123
FCGR2A,ENSG00000143226
FCHSD2,ENSG00000137478
FCN2,ENSG00000160339
FCN3,ENSG00000142748
FCRL2,ENSG00000132704
FCRL3,ENSG00000160856
FCRL4,ENSG00000163518
FDXR,ENSG00000161513
FEM1A,ENSG00000141965
FEM1C,ENSG00000145780
FGF1,ENSG00000113578
FGF10,ENSG00000070193
FGF11,ENSG00000283903
FGF18,ENSG00000156427
FGFBP2,ENSG00000137441
FGFBP3,ENSG00000174721
FGG,ENSG00000171557
FHAD1-AS1,ENSG00000233485
FHDC1,ENSG00000137460
FIBCD1,ENSG00000130720
FILIP1L,ENSG00000168386
FIP1L1,ENSG00000145216
FKBP14,ENSG00000106080
FKBP1A,ENSG00000088832
FKBP5,ENSG00000096060
FKBP6,ENSG00000077800
FKBP7,ENSG00000079150
FLAD1,ENSG00000160688
FLNC-AS1,ENSG00000242902
FLRT2,ENSG00000185070
FLT4,ENSG00000037280
FMN2,ENSG00000155816
FMNL3,ENSG00000161791
FMO2,ENSG00000094963
FNDC1,ENSG00000164694
FNIP2,ENSG00000052795
FNTB,ENSG00000257365
FOLH1,ENSG00000086205
FOLH1B,ENSG00000134612
FOXB2,ENSG00000204612
FOXD4L3,ENSG00000187559
FOXG1,ENSG00000176165
FOXI1,ENSG00000168269
FOXI2,ENSG00000186766
FOXJ1,ENSG00000129654
FOXK1,ENSG00000164916
FOXO1,ENSG00000150907
FOXO3B,ENSG00000240445
FOXO4,ENSG00000184481
FOXP1,ENSG00000114861
FOXQ1,ENSG00000164379
FOXRED2,ENSG00000100350
FRA10AC1,ENSG00000148690
FREM3,ENSG00000183090
FRG1CP,ENSG00000282826
FRG2,ENSG00000285063
FRMD7,ENSG00000165694
FRS2,ENSG00000166225
FRS3,ENSG00000137218
FSIP1,ENSG00000150667
FSTL3,ENSG00000070404
FTCD,ENSG00000160282
FTH1P15,ENSG00000218980
FTH1P20,ENSG00000226564
FTH1P23,ENSG00000242960
FTH1P7,ENSG00000232187
FTHL17,ENSG00000132446
FUBP3,ENSG00000107164
FUOM,ENSG00000148803
FUS,ENSG00000089280
FUT1,ENSG00000174951
FUT10,ENSG00000172728
FXR1,ENSG00000114416
FXYD5,ENSG00000089327
FYB1,ENSG00000082074
FYB2,ENSG00000187889
FYN,ENSG00000010810
FZD5,ENSG00000163251
FZD6,ENSG00000164930
FZD7,ENSG00000155760
G6PC2,ENSG00000278373
GAB2,ENSG00000033327
GABARAP,ENSG00000170296
GABPB1,ENSG00000104064
GABRA4,ENSG00000109158
GABRG1,ENSG00000163285
GABRQ,ENSG00000268089
GADD45B,ENSG00000099860
GAL3ST4,ENSG00000197093
GALNT1,ENSG00000141429
GALNT15,ENSG00000131386
GALNT18,ENSG00000110328
GALNTL5,ENSG00000106648
GALR2,ENSG00000182687
GAN,ENSG00000261609
GAPDHP1,ENSG00000228232
GAPDHP61,ENSG00000248415
GAPDHS,ENSG00000105679
GAPT,ENSG00000175857
GAREM1,ENSG00000141441
GARIN2,ENSG00000172717
GARIN5A,ENSG00000142530
GARIN6,ENSG00000180219
GARNL3,ENSG00000136895
GAS5,ENSG00000234741
GATA1,ENSG00000102145
GATA2,ENSG00000179348
GAU1,ENSG00000255474
GBX1,ENSG00000164900
GCC2,ENSG00000135968
GCK,ENSG00000106633
GCNT3,ENSG00000140297
GCNT7,ENSG00000124091
GCSAM,ENSG00000284925
GCSAML,ENSG00000169224
GDAP1,ENSG00000104381
GDF3,ENSG00000184344
GDF7,ENSG00000143869
GDPD4,ENSG00000178795
GEM,ENSG00000164949
GEMIN2,ENSG00000092208
GEMIN5,ENSG00000082516
GEMIN8,ENSG00000046647
GEMIN8P4,ENSG00000228175
GFOD3P,ENSG00000227372
GFPT1,ENSG00000198380
GFRA1,ENSG00000151892
GFRAL,ENSG00000187871
GFY,ENSG00000261949
GGPS1,ENSG00000152904
GGT2P,ENSG00000133475
GGT6,ENSG00000167741
GH2,ENSG00000136487
GIPC3,ENSG00000179855
GJA5,ENSG00000265107
GJB6,ENSG00000121742
GLA,ENSG00000102393
GLB1L2,ENSG00000149328
GLB1L3,ENSG00000166105
GLIDR,ENSG00000278175
GLIPR1L1,ENSG00000173401
GLIS2,ENSG00000274636
GLRA2,ENSG00000101958
GLRX3P2,ENSG00000216657
GLS,ENSG00000115419
GLT6D1,ENSG00000204007
GLT8D1,ENSG00000016864
GLTP,ENSG00000139433
GLTPD2,ENSG00000182327
GLYATL1,ENSG00000166840
GLYR1,ENSG00000140632
GMDS-DT,ENSG00000250903
GMEB2,ENSG00000101216
GMPPA,ENSG00000144591
GMPPB,ENSG00000173540
GNA12,ENSG00000146535
GNA14,ENSG00000156049
GNAS,ENSG00000087460
GNAT3,ENSG00000214415
GNG13,ENSG00000127588
GNL2,ENSG00000134697
GNL3LP1,ENSG00000215032
GNLY,ENSG00000115523
GNMT,ENSG00000124713
GNPAT,ENSG00000116906
GNRHR,ENSG00000109163
GOLGA1,ENSG00000136935
GOLGA2P11,ENSG00000260062
GOLGA6C,ENSG00000167195
GOLGA6L6,ENSG00000277322
GOLGA8H,ENSG00000261794
GOLGA8IP,ENSG00000281356
GOLGA8N,ENSG00000283589
GOLIM4,ENSG00000173905
GOLT1B,ENSG00000111711
GPAA1,ENSG00000197858
GPAT2,ENSG00000186281
GPAT3,ENSG00000138678
GPATCH2,ENSG00000092978
GPATCH2L,ENSG00000089916
GPATCH8,ENSG00000186566
GPBAR1,ENSG00000179921
GPC2,ENSG00000213420
GPC4,ENSG00000076716
GPM6A,ENSG00000150625
GPN1,ENSG00000198522
GPR108,ENSG00000125734
GPR12,ENSG00000132975
GPR151,ENSG00000173250
GPR156,ENSG00000175697
GPR161,ENSG00000143147
GPR17,ENSG00000144230
GPR171,ENSG00000174946
GPR173,ENSG00000184194
GPR19,ENSG00000183150
GPR20,ENSG00000291465
GPR27,ENSG00000170837
GPR32,ENSG00000142511
GPR37L1,ENSG00000170075
GPR45,ENSG00000135973
GPR50,ENSG00000102195
GPR62,ENSG00000180929
GPR68,ENSG00000119714
GPR82,ENSG00000171657
GPR84,ENSG00000139572
GPR85,ENSG00000164604
GPR87,ENSG00000138271
GPR89A,ENSG00000117262
GPRASP2,ENSG00000158301
GPRC5C,ENSG00000291917
GPS1,ENSG00000169727
GPSM2,ENSG00000121957
GRAMD2A,ENSG00000175318
GRAP,ENSG00000154016
GRB2,ENSG00000177885
GRHPR,ENSG00000137106
GRID1,ENSG00000182771
GRIN1,ENSG00000176884
GRIN2B,ENSG00000273079
GRIN3A,ENSG00000198785
GRIN3B,ENSG00000116032
GRIP1,ENSG00000155974
GRK7,ENSG00000114124
GRM2,ENSG00000164082
GRM6,ENSG00000113262
GRM8,ENSG00000179603
GRPEL1,ENSG00000109519
GRPEL2-AS1,ENSG00000253618
GRPR,ENSG00000126010
GSC2,ENSG00000063515
GSE1,ENSG00000131149
GSK3B,ENSG00000082701
GSN,ENSG00000148180
GSTK1,ENSG00000197448
GSTO2,ENSG00000065621
GSTT1,ENSG00000277656
GSTT4,ENSG00000276950
GSX2,ENSG00000180613
GTF2A1,ENSG00000165417
GTF2E1,ENSG00000153767
GTF2F1,ENSG00000125651
GTF3C3,ENSG00000119041
GTF3C6,ENSG00000155115
GUCA2A,ENSG00000197273
GUCD1,ENSG00000138867
GUCY1B2,ENSG00000123201
GUCY2EP,ENSG00000204529
GUCY2GP,ENSG00000243316
GUSBP11,ENSG00000228315
GUSBP17,ENSG00000235558
GUSBP3,ENSG00000253203
GYS2,ENSG00000111713
GZMA,ENSG00000145649
GZMB,ENSG00000100453
H1-9P,ENSG00000188662
H2AB1,ENSG00000274183
H2AC1,ENSG00000164508
H2AC17,ENSG00000278677
H2AC19,ENSG00000288859
H2AC25,ENSG00000284841
H2AC4,ENSG00000278463
H2AJ,ENSG00000246705
H2AZ1,ENSG00000164032
H2BC17,ENSG00000274641
H2BC4,ENSG00000180596
H2BC7,ENSG00000277224
H2BW2,ENSG00000101812
H3-7,ENSG00000273213
H3C1,ENSG00000275714
H3C13,ENSG00000183598
H3C2,ENSG00000286522
H4C14,ENSG00000270882
H4C15,ENSG00000270276
HACD3,ENSG00000074696
HAND2,ENSG00000164107
HAPLN2,ENSG00000291756
HAPLN3,ENSG00000140511
HARS1,ENSG00000170445
HAS3,ENSG00000103044
HAT1,ENSG00000292096
HAUS1,ENSG00000152240
HAUS7,ENSG00000213397
HBA2,ENSG00000188536
HBD,ENSG00000223609
HBM,ENSG00000206177
HCFC1R1,ENSG00000103145
HCN1,ENSG00000164588
HCRT,ENSG00000161610
HCRTR2,ENSG00000137252
HDAC2,ENSG00000196591
HDHD2,ENSG00000167220
HDHD3,ENSG00000119431
HDX,ENSG00000165259
HEATR3,ENSG00000155393
HEATR5B,ENSG00000008869
HEBP1,ENSG00000013583
HECA,ENSG00000112406
HEG1,ENSG00000173706
HEMGN,ENSG00000136929
HENMT1,ENSG00000162639
HERC2P3,ENSG00000180229
HERC2P7,ENSG00000281828
HES4,ENSG00000188290
HEXA,ENSG00000213614
HGD,ENSG00000113924
HGF,ENSG00000019991
HGFAC,ENSG00000109758
HHIP-AS1,ENSG00000248890
HIBCH,ENSG00000198130
HIC1,ENSG00000177374
HIGD1A,ENSG00000181061
HIP1,ENSG00000127946
HIP1R,ENSG00000130787
HIPK1,ENSG00000163349
HIRA,ENSG00000100084
HISLA,ENSG00000258867
HK2P1,ENSG00000228612
HLA-DMB,ENSG00000242574
HLA-DPB1,ENSG00000236693
HLA-DRB3,ENSG00000230463
HLA-DRB6,ENSG00000229391
HLA-K,ENSG00000233964
HLA-V,ENSG00000206507
HM13,ENSG00000101294
HMBOX1,ENSG00000147421
HMCES,ENSG00000183624
HMCN1,ENSG00000143341
HMG20A,ENSG00000140382
HMGA2,ENSG00000149948
HMGB1P5,ENSG00000132967
HMGB2,ENSG00000164104
HMGCL,ENSG00000117305
HMGN2P5,ENSG00000234664
HMGN3,ENSG00000118418
HMHB1,ENSG00000158497
HNF1B,ENSG00000276194
HNF4A,ENSG00000101076
HNMT,ENSG00000150540
HNRNPA1P10,ENSG00000214223
HNRNPA1P2,ENSG00000237295
HNRNPA2B1,ENSG00000122566
HNRNPCL2,ENSG00000282530
HNRNPH3,ENSG00000096746
HNRNPK,ENSG00000165119
HNRNPRP1,ENSG00000223984
HNRNPU,ENSG00000153187
HNRNPUL1,ENSG00000105323
HOMER1,ENSG00000152413
HOMER2,ENSG00000103942
HORMAD1,ENSG00000143452
HORMAD2-AS1,ENSG00000227117
HOTAIR,ENSG00000228630
HOXA11-AS,ENSG00000240990
HOXA7,ENSG00000122592
HOXA9,ENSG00000078399
HOXB1,ENSG00000120094
HOXB9,ENSG00000170689
HOXC8,ENSG00000037965
HOXC9,ENSG00000180806
HOXD12,ENSG00000170178
HOXD4,ENSG00000170166
HOXD8,ENSG00000175879
HPCAL4,ENSG00000116983
HPD,ENSG00000158104
HPF1,ENSG00000056050
HPRT1,ENSG00000165704
HPS1,ENSG00000107521
HPSE,ENSG00000173083
HRG,ENSG00000113905
HRH3,ENSG00000101180
HRK,ENSG00000135116
HS3ST1,ENSG00000002587
HS3ST3A1,ENSG00000153976
HSD17B12,ENSG00000149084
HSP90AA2P,ENSG00000224411
HSP90AA4P,ENSG00000281610
HSP90AA5P,ENSG00000205955
HSP90B3P,ENSG00000203914
HSPA13,ENSG00000155304
HSPA7,ENSG00000225217
HSPA9,ENSG00000113013
HSPB1,ENSG00000106211
HSPB2,ENSG00000170276
HSPD1P5,ENSG00000249193
HSPD1P6,ENSG00000230067
HSPH1,ENSG00000120694
HTATSF1,ENSG00000102241
HTATSF1P2,ENSG00000271361
HTR1F,ENSG00000179097
HTR6,ENSG00000158748
HTRA3,ENSG00000170801
HULC,ENSG00000285219
HYAL1,ENSG00000114378
HYAL3,ENSG00000186792
HYKK,ENSG00000188266
HYMAI,ENSG00000283122
HYOU1,ENSG00000280682
IAPP,ENSG00000121351
IARS1,ENSG00000196305
ICOS,ENSG00000163600
ID2,ENSG00000115738
ID2B,ENSG00000237456
IDE,ENSG00000119912
IDI2,ENSG00000148377
IER2,ENSG00000160888
IER3,ENSG00000235030
IER3IP1,ENSG00000134049
IFFO1,ENSG00000010295
IFFO2,ENSG00000169991
IFIT1,ENSG00000185745
IFIT3,ENSG00000119917
IFNA1,ENSG00000197919
IFNA16,ENSG00000147885
IFNA7,ENSG00000214042
IFNAR1,ENSG00000142166
IFNB1,ENSG00000171855
IFNE,ENSG00000184995
IFT122,ENSG00000163913
IFT70A,ENSG00000197557
IGBP1,ENSG00000089289
IGF2,ENSG00000167244
IGF2-AS,ENSG00000099869
IGF2R,ENSG00000197081
IGFALS,ENSG00000099769
IGFBP7,ENSG00000163453
IGFLR1,ENSG00000126246
IGFN1,ENSG00000163395
IGHA1,ENSG00000211895
IGHM,ENSG00000282657
IGHV3OR16-13,ENSG00000271178
IGKV1-17,ENSG00000281978
IGKV1-5,ENSG00000282801
IGKV1D-39,ENSG00000251546
IGLON5,ENSG00000142549
IGLV2-8,ENSG00000278196
IGSF3,ENSG00000143061
IGSF9B,ENSG00000080854
IHH,ENSG00000163501
IHO1,ENSG00000173421
IK,ENSG00000113141
IKBIP,ENSG00000166130
IKBKB,ENSG00000104365
IKBKE,ENSG00000263528
IKBKG,ENSG00000269335
IKZF1,ENSG00000185811
IKZF3,ENSG00000161405
IL10,ENSG00000136634
IL12RB2,ENSG00000081985
IL15RA,ENSG00000134470
IL17B,ENSG00000127743
IL17REL,ENSG00000188263
IL18BP,ENSG00000137496
IL1F10,ENSG00000136697
IL1RAP,ENSG00000196083
IL1RL1,ENSG00000115602
IL24,ENSG00000162892
IL27,ENSG00000197272
IL2RG,ENSG00000147168
IL32,ENSG00000008517
IL4,ENSG00000113520
IL6,ENSG00000136244
IL6R,ENSG00000160712
IL7R,ENSG00000168685
ILDR1,ENSG00000145103
ILF3,ENSG00000129351
ILK,ENSG00000166333
IMPA2,ENSG00000141401
IMPDH2,ENSG00000178035
INA,ENSG00000148798
INAFM2,ENSG00000259330
INAVA,ENSG00000163362
ING2,ENSG00000168556
INHBA,ENSG00000122641
INHBB,ENSG00000163083
INIP,ENSG00000148153
INKA2,ENSG00000197852
INMT-MINDY4,ENSG00000254959
INO80C,ENSG00000153391
INPP1,ENSG00000151689
INSIG2,ENSG00000125629
INSM2,ENSG00000168348
INSYN1,ENSG00000205363
INSYN2B,ENSG00000204767
INTS11,ENSG00000127054
INTS4P1,ENSG00000164669
INTS6,ENSG00000102786
INTS6L,ENSG00000165359
INTS8,ENSG00000164941
IPO13,ENSG00000117408
IPO5P1,ENSG00000269837
IPO7,ENSG00000205339
IPO9,ENSG00000198700
IQCG,ENSG00000114473
IRAK2,ENSG00000134070
IRF2BPL,ENSG00000119669
IRF5,ENSG00000128604
IRGC,ENSG00000124449
IRS2,ENSG00000185950
IRX1,ENSG00000170549
IRX2,ENSG00000170561
IRX6,ENSG00000159387
ISG20,ENSG00000172183
ISOC1,ENSG00000066583
ISX,ENSG00000175329
ITFG1-AS1,ENSG00000260281
ITGAE,ENSG00000083457
ITGB1BP2,ENSG00000147166
ITGB3BP,ENSG00000142856
ITGB7,ENSG00000139626
ITGB8,ENSG00000105855
ITIH6,ENSG00000102313
ITM2A,ENSG00000078596
ITPK1,ENSG00000100605
ITPKB,ENSG00000143772
ITPR1,ENSG00000150995
IVD,ENSG00000128928
IWS1,ENSG00000163166
IZUMO2,ENSG00000161652
IZUMO4,ENSG00000099840
JMJD1C,ENSG00000171988
JMJD4,ENSG00000081692
JMY,ENSG00000152409
JPH1,ENSG00000104369
JSRP1,ENSG00000167476
JUNB,ENSG00000171223
KAAG1,ENSG00000146049
KANK4,ENSG00000132854
KANSL2,ENSG00000139620
KARS1,ENSG00000065427
KAT2A,ENSG00000108773
KAT6A,ENSG00000083168
KAT8,ENSG00000103510
KATNAL2,ENSG00000167216
KATNBL1,ENSG00000134152
KCNAB1,ENSG00000169282
KCNAB2,ENSG00000069424
KCNB1,ENSG00000158445
KCNC2,ENSG00000166006
KCNC4,ENSG00000116396
KCNE5,ENSG00000176076
KCNIP2-AS1,ENSG00000226009
KCNIP3,ENSG00000115041
KCNIP4,ENSG00000281758
KCNJ11,ENSG00000187486
KCNJ16,ENSG00000153822
KCNJ2-AS1,ENSG00000267365
KCNJ6,ENSG00000157542
KCNK10,ENSG00000100433
KCNK12,ENSG00000184261
KCNK3,ENSG00000171303
KCNK5,ENSG00000164626
KCNK6,ENSG00000099337
KCNN3,ENSG00000143603
KCNN4,ENSG00000104783
KCNQ1,ENSG00000282076
KCNT2,ENSG00000291999
KCNU1,ENSG00000215262
KDM1A,ENSG00000004487
KDM2A,ENSG00000173120
KDM5B,ENSG00000117139
KDM7A-DT,ENSG00000260231
KDM8,ENSG00000155666
KEL,ENSG00000276615
KHDC1,ENSG00000135314
KHK,ENSG00000138030
KIAA1191,ENSG00000122203
KIAA1328,ENSG00000150477
KIAA1549,ENSG00000122778
KIAA1549L,ENSG00000110427
KIF15,ENSG00000280610
KIF19,ENSG00000196169
KIF21A,ENSG00000139116
KIF26B-AS1,ENSG00000232192
KIF27,ENSG00000165115
KIF5B,ENSG00000170759
KIRREL1,ENSG00000183853
KIRREL2,ENSG00000126259
KLC2,ENSG00000174996
KLF3-AS1,ENSG00000231160
KLHDC10,ENSG00000128607
KLHDC3,ENSG00000124702
KLHDC8A,ENSG00000162873
KLHDC8B,ENSG00000185909
KLHL1,ENSG00000150361
KLHL12,ENSG00000117153
KLHL15,ENSG00000174010
KLHL21,ENSG00000162413
KLHL24,ENSG00000114796
KLHL28,ENSG00000179454
KLHL3,ENSG00000146021
KLHL35,ENSG00000149243
KLHL6,ENSG00000172578
KLHL7,ENSG00000122550
KLK10,ENSG00000129451
KLK14,ENSG00000129437
KLK15,ENSG00000174562
KLK5,ENSG00000167754
KLK7,ENSG00000169035
KLK9,ENSG00000213022
KLRC3,ENSG00000205810
KLRD1,ENSG00000134539
KMT2E,ENSG00000005483
KMT5A,ENSG00000183955
KNCN,ENSG00000162456
KNTC1,ENSG00000184445
KPLCE,ENSG00000198854
KPRP,ENSG00000203786
KRAS,ENSG00000133703
KRIT1,ENSG00000001631
KRT14,ENSG00000186847
KRT18P13,ENSG00000214417
KRT18P18,ENSG00000261764
KRT19P2,ENSG00000216306
KRT20,ENSG00000263057
KRT3,ENSG00000186442
KRT33A,ENSG00000292027
KRT34,ENSG00000292033
KRT40,ENSG00000262845
KRT7-AS,ENSG00000257671
KRT77,ENSG00000189182
KRT8,ENSG00000170421
KRT80,ENSG00000167767
KRT8P9,ENSG00000259470
KRT9,ENSG00000171403
KRTAP1-5,ENSG00000261862
KRTAP10-11,ENSG00000243489
KRTAP10-12,ENSG00000189169
KRTAP10-3,ENSG00000212935
KRTAP10-4,ENSG00000215454
KRTAP10-5,ENSG00000241123
KRTAP10-6,ENSG00000188155
KRTAP10-8,ENSG00000187766
KRTAP12-2,ENSG00000221864
KRTAP12-3,ENSG00000205439
KRTAP19-4,ENSG00000186967
KRTAP2-3,ENSG00000292034
KRTAP27-1,ENSG00000206107
KRTAP4-9,ENSG00000292052
KRTAP5-1,ENSG00000291433
KRTAP9-2,ENSG00000263090
KRTAP9-4,ENSG00000292049
KRTCAP3,ENSG00000157992
KRTDAP,ENSG00000188508
KXD1,ENSG00000105700
KYAT1,ENSG00000171097
L3MBTL1,ENSG00000185513
L3MBTL4,ENSG00000154655
LACTB2,ENSG00000147592
LAGE3P1,ENSG00000225693
LAIR1,ENSG00000278154
LAMA1,ENSG00000101680
LAMTOR1,ENSG00000149357
LAMTOR2,ENSG00000116586
LANCL3,ENSG00000147036
LARGE1,ENSG00000133424
LARS1,ENSG00000133706
LATS1,ENSG00000131023
LAYN,ENSG00000204381
LBHD1,ENSG00000162194
LBX2-AS1,ENSG00000257702
LCDR,ENSG00000273148
LCE3C,ENSG00000244057
LCN8,ENSG00000204001
LCNL1,ENSG00000214402
LCP1,ENSG00000136167
LDAH,ENSG00000118961
LDB2,ENSG00000169744
LDHD,ENSG00000166816
LDLRAD1,ENSG00000203985
LENG1,ENSG00000277808
LEPR,ENSG00000116678
LETM1,ENSG00000168924
LGALS4,ENSG00000282992
LGALS9,ENSG00000168961
LGALS9C,ENSG00000284021
LHCGR,ENSG00000138039
LHFPL6,ENSG00000183722
LHPP,ENSG00000107902
LIAS,ENSG00000121897
LIG3,ENSG00000005156
LILRA4,ENSG00000274185
LILRA5,ENSG00000274914
LILRB1,ENSG00000274669
LILRB2,ENSG00000276146
LILRB4,ENSG00000278555
LIME1,ENSG00000203896
LIN7A,ENSG00000111052
LINC-ROR,ENSG00000258609
LINC00052,ENSG00000259527
LINC00111,ENSG00000227702
LINC00161,ENSG00000226935
LINC00235,ENSG00000282485
LINC00313,ENSG00000185186
LINC00327,ENSG00000232977
LINC00334,ENSG00000182586
LINC00379,ENSG00000229557
LINC00397,ENSG00000223404
LINC00410,ENSG00000231674
LINC00433,ENSG00000229443
LINC00452,ENSG00000229373
LINC00474,ENSG00000204148
LINC00488,ENSG00000214381
LINC00518,ENSG00000183674
LINC00526,ENSG00000264575
LINC00578,ENSG00000228221
LINC00605,ENSG00000251533
LINC00607,ENSG00000235770
LINC00615,ENSG00000196243
LINC00622,ENSG00000260941
LINC00635,ENSG00000241469
LINC00641,ENSG00000258441
LINC00652,ENSG00000179935
LINC00664,ENSG00000268658
LINC00685,ENSG00000292342
LINC00698,ENSG00000244342
LINC00705,ENSG00000225269
LINC00707,ENSG00000238266
LINC00862,ENSG00000203721
LINC00863,ENSG00000224914
LINC00880,ENSG00000243629
LINC00896,ENSG00000236499
LINC00906,ENSG00000267339
LINC00940,ENSG00000285233
LINC00944,ENSG00000256128
LINC00955,ENSG00000216560
LINC00994,ENSG00000189196
LINC00997,ENSG00000281332
LINC01004,ENSG00000228393
LINC01013,ENSG00000228495
LINC01101,ENSG00000280409
LINC01106,ENSG00000175772
LINC01133,ENSG00000224259
LINC01142,ENSG00000224286
LINC01150,ENSG00000288317
LINC01165,ENSG00000229081
LINC01170,ENSG00000253807
LINC01179,ENSG00000249500
LINC01181,ENSG00000250929
LINC01186,ENSG00000236751
LINC01250,ENSG00000234423
LINC01252,ENSG00000247157
LINC01257,ENSG00000204603
LINC01270,ENSG00000203999
LINC01277,ENSG00000229017
LINC01305,ENSG00000231453
LINC01338,ENSG00000281327
LINC01381,ENSG00000230452
LINC01389,ENSG00000225762
LINC01411,ENSG00000249306
LINC01435,ENSG00000229981
LINC01449,ENSG00000224017
LINC01488,ENSG00000285094
LINC01505,ENSG00000234323
LINC01512,ENSG00000289313
LINC01514,ENSG00000237579
LINC01518,ENSG00000233515
LINC01527,ENSG00000224308
LINC01618,ENSG00000250302
LINC01630,ENSG00000227115
LINC01635,ENSG00000228397
LINC01743,ENSG00000242042
LINC01750,ENSG00000231437
LINC01777,ENSG00000235054
LINC01781,ENSG00000234184
LINC01790,ENSG00000230173
LINC01907,ENSG00000226125
LINC01924,ENSG00000267134
LINC01929,ENSG00000267013
LINC02092,ENSG00000234721
LINC02102,ENSG00000248677
LINC02227,ENSG00000276778
LINC02241,ENSG00000251629
LINC02293,ENSG00000257185
LINC02308,ENSG00000258675
LINC02370,ENSG00000230294
LINC02432,ENSG00000248810
LINC02434,ENSG00000248370
LINC02481,ENSG00000246526
