target_set,overlap_size,target_set_size,hit_list_size,universe_size,p_value,overlap_hits,fdr
SLC5A3,0,46,138,13176,1.0,"",1.0
ZMPSTE24,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
PPP2R2A,0,44,138,13176,1.0,"",1.0
GALR3,5,506,138,13176,0.6157174464158243,"Cyproheptadine_3.82_F03_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Phentolamine_3.82_N16_plate_41002897,Chlorpromazine_3.82_B03_plate_41002878,Melatonin_3.82_D16_plate_41002692",1.0
PLSCR1,0,75,138,13176,1.0,"",1.0
TMEM45B,0,31,138,13176,1.0,"",1.0
PRAME,0,45,138,13176,1.0,"",1.0
MAP1LC3C,0,62,138,13176,1.0,"",1.0
CAMK2A,0,32,138,13176,1.0,"",1.0
IFT74,1,92,138,13176,0.6216857415195591,Cyclosporin A_3.34_P19_plate_41002701,1.0
MAP3K7,1,134,138,13176,0.757818903065027,Metformin_3.34_J22_plate_41002701,1.0
NAALAD2,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
KCNK15,0,31,138,13176,1.0,"",1.0
TMEM74,0,30,138,13176,1.0,"",1.0
SLC1A2,0,32,138,13176,1.0,"",1.0
DPP8,0,30,138,13176,1.0,"",1.0
SGK3,0,76,138,13176,1.0,"",1.0
RNF31,0,48,138,13176,1.0,"",1.0
CABP4,0,47,138,13176,1.0,"",1.0
MIR200A,0,31,138,13176,1.0,"",1.0
TTLL3,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
MINDY3,0,32,138,13176,1.0,"",1.0
TOMM6,0,16,138,13176,1.0,"",1.0
TXN2,0,48,138,13176,1.0,"",1.0
ELF3,0,150,138,13176,1.0,"",1.0
KDM6A,1,64,138,13176,0.4910825008349675,Glycerol_3.34_P22_plate_41002889,1.0
ARMH4,0,45,138,13176,1.0,"",1.0
KYAT3,2,48,138,13176,0.0899484529971214,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
ITGA8,0,59,138,13176,1.0,"",1.0
CSF1R,2,214,138,13176,0.6593638090342888,"Pexidartinib_1.43_L07_plate_41002703,Pexidartinib_3.34_D19_plate_41002892",1.0
SCARA5,0,48,138,13176,1.0,"",1.0
ITIH3,1,16,138,13176,0.15511742986376995,Glycerol_3.34_P22_plate_41002889,1.0
PSMB6,3,64,138,13176,0.029455811063989857,"Carfilzomib_2.36_P05_plate_41002886,Bortezomib_0.95_N08_plate_41002875,Bortezomib_1.43_O21_plate_41002945",1.0
MVB12B,0,31,138,13176,1.0,"",1.0
GPR21,4,399,138,13176,0.6052138246370411,"Cyproheptadine_3.82_F03_plate_41002897,Phentolamine_3.82_N16_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Chlorpromazine_3.82_B03_plate_41002878",1.0
ACSM2A,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
ELK3,0,45,138,13176,1.0,"",1.0
FBP1,2,93,138,13176,0.2545902183104741,"Cyclosporin A_3.34_P19_plate_41002701,Chlorpromazine_3.82_B03_plate_41002878",1.0
CCL5,3,226,138,13176,0.42297354096943457,"Disulfiram_3.82_I17_plate_41002692,Melatonin_3.82_D16_plate_41002692,Terbinafine_3.34_G18_plate_41002957",1.0
MIB2,0,31,138,13176,1.0,"",1.0
USP49,0,30,138,13176,1.0,"",1.0
BNC2,1,92,138,13176,0.6216857415195591,Cyclosporin A_3.34_P19_plate_41002701,1.0
PPIEL,0,31,138,13176,1.0,"",1.0
RLN1,0,31,138,13176,1.0,"",1.0
HOXA1,1,105,138,13176,0.6704199100216062,5-Azacytidine_2.86_I02_plate_41002951,1.0
SLC15A2,2,336,138,13176,0.8708498328197684,"Benazepril_3.82_N09_plate_41002897,Amoxicillin_3.82_A01_plate_41002896",1.0
HSPB8,2,162,138,13176,0.5082042119694093,"Cyclosporin A_3.34_P19_plate_41002701,Disulfiram_3.82_I17_plate_41002692",1.0
RAB20,0,59,138,13176,1.0,"",1.0
AKR1A1,1,89,138,13176,0.6094601225020597,Cyclosporin A_3.34_P19_plate_41002701,1.0
HSDL1,0,45,138,13176,1.0,"",1.0
MEIS2,0,60,138,13176,1.0,"",1.0
P2RY14,1,152,138,13176,0.8000467074377745,Melatonin_3.82_D16_plate_41002692,1.0
FOXN3,0,16,138,13176,1.0,"",1.0
HSF1,0,62,138,13176,1.0,"",1.0
PYGL,2,110,138,13176,0.32049884936693546,"Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
TBX3,0,61,138,13176,1.0,"",1.0
FYN,1,142,138,13176,0.7775811787154996,Glycerol_3.34_P22_plate_41002889,1.0
TRMT112,0,30,138,13176,1.0,"",1.0
ARHGAP45,1,78,138,13176,0.5611817867206136,Levofloxacin_3.82_P18_plate_41002878,1.0
SLC25A6,0,32,138,13176,1.0,"",1.0
NLRP9,1,16,138,13176,0.15511742986376995,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
FAM50A,0,16,138,13176,1.0,"",1.0
CACNG1,0,107,138,13176,1.0,"",1.0
GCNT1,0,88,138,13176,1.0,"",1.0
NR2F1,0,255,138,13176,1.0,"",1.0
JUP,0,59,138,13176,1.0,"",1.0
POTEM,0,32,138,13176,1.0,"",1.0
NDC80,1,151,138,13176,0.797905514423606,Glycerol_3.34_P22_plate_41002889,1.0
NR0B1,0,165,138,13176,1.0,"",1.0
COL4A2,1,76,138,13176,0.5517879224758316,Glycerol_3.34_P22_plate_41002889,1.0
PTP4A1,0,76,138,13176,1.0,"",1.0
MAP3K12,0,64,138,13176,1.0,"",1.0
ZSWIM8,0,30,138,13176,1.0,"",1.0
SLA,0,45,138,13176,1.0,"",1.0
PSD4,0,31,138,13176,1.0,"",1.0
DNAJB11,1,59,138,13176,0.4634411826267809,Cyclosporin A_3.34_P19_plate_41002701,1.0
NRCAM,0,48,138,13176,1.0,"",1.0
SCNN1A,1,177,138,13176,0.846833150805226,Cyclosporin A_3.34_P19_plate_41002701,1.0
SEPHS1,0,47,138,13176,1.0,"",1.0
SOX10,0,44,138,13176,1.0,"",1.0
CYTH1,1,62,138,13176,0.48019982481872137,Glycerol_3.34_P22_plate_41002889,1.0
TBC1D8,0,47,138,13176,1.0,"",1.0
ARFGEF3,0,43,138,13176,1.0,"",1.0
PKP2,0,61,138,13176,1.0,"",1.0
MYCL,0,47,138,13176,1.0,"",1.0
IRX3,0,74,138,13176,1.0,"",1.0
DGCR2,0,16,138,13176,1.0,"",1.0
UGT2B15,3,212,138,13176,0.3835152131827326,"Cyclosporin A_3.34_P19_plate_41002701,Ezetimibe_3.82_J18_plate_41002946,Atazanavir_3.82_B10_plate_41002896",1.0
ALG1,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
DOK5,0,61,138,13176,1.0,"",1.0
PKP1,0,16,138,13176,1.0,"",1.0
REP15,1,45,138,13176,0.3778624634650871,Disulfiram_3.82_I17_plate_41002692,1.0
RPF2,0,47,138,13176,1.0,"",1.0
MGAT5B,1,45,138,13176,0.3778624634650871,Cyclosporin A_3.34_P19_plate_41002701,1.0
SLC22A17,0,47,138,13176,1.0,"",1.0
EPOP,0,30,138,13176,1.0,"",1.0
E2F4,1,60,138,13176,0.46908615608088705,Metformin_3.34_J22_plate_41002701,1.0
ADIPOR2,0,43,138,13176,1.0,"",1.0
MUC15,0,61,138,13176,1.0,"",1.0
SULF1,1,75,138,13176,0.5470163983920299,Disulfiram_3.82_I17_plate_41002692,1.0
FZD7,0,104,138,13176,1.0,"",1.0
ITGA9,0,45,138,13176,1.0,"",1.0
CHRM1,8,498,138,13176,0.1518521025506979,"Fesoterodine_3.34_L07_plate_41002890,Cyproheptadine_3.82_F03_plate_41002897,Darifenacin_3.82_E17_plate_41002878,Clomipramine_3.82_F03_plate_41002878,Levomepromazine_3.82_L15_plate_41002897,Fesoterodine_3.34_E11_plate_41002893,Chlorpromazine_3.82_B03_plate_41002878,Darifenacin_3.82_G11_plate_41002692",1.0
ATP10A,0,45,138,13176,1.0,"",1.0
ZNF281,0,47,138,13176,1.0,"",1.0
VPS8,0,47,138,13176,1.0,"",1.0
CCNC,2,121,138,13176,0.3624754429328139,"Metformin_3.34_J22_plate_41002701,Glycerol_3.34_P22_plate_41002889",1.0
RAD51C,0,106,138,13176,1.0,"",1.0
TFB1M,0,46,138,13176,1.0,"",1.0
ADAMTS1,1,88,138,13176,0.6052983848113481,Disulfiram_3.82_I17_plate_41002692,1.0
ARHGEF2,0,92,138,13176,1.0,"",1.0
APBA1,0,31,138,13176,1.0,"",1.0
FGF21,2,62,138,13176,0.13748499867623679,"Bortezomib_0.95_N08_plate_41002875,Bortezomib_1.43_O21_plate_41002945",1.0
FCGRT,0,32,138,13176,1.0,"",1.0
SLC6A3,1,242,138,13176,0.9235938585252719,Clomipramine_3.82_F03_plate_41002878,1.0
EIF2A,0,45,138,13176,1.0,"",1.0
ASPH,0,109,138,13176,1.0,"",1.0
PTGR1,0,75,138,13176,1.0,"",1.0
ANKRD22,0,75,138,13176,1.0,"",1.0
ACAD9,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
HMGN2,0,48,138,13176,1.0,"",1.0
NPHP3,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
S100A9,1,93,138,13176,0.6256759102500924,Glycerol_3.34_P22_plate_41002889,1.0
RNF170,0,30,138,13176,1.0,"",1.0
EIF4G3,0,45,138,13176,1.0,"",1.0
NPY1R,5,593,138,13176,0.7499396326912742,"Cyproheptadine_3.82_F03_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Phentolamine_3.82_N16_plate_41002897,Chlorpromazine_3.82_B03_plate_41002878,Melatonin_3.82_D16_plate_41002692",1.0
ECE2,0,45,138,13176,1.0,"",1.0
PREX1,0,46,138,13176,1.0,"",1.0
CD74,2,90,138,13176,0.24294290882209493,"Sulfasalazine_3.34_O23_plate_41002701,Dimethyl fumarate_3.82_B24_plate_41002692",1.0
IRF6,0,44,138,13176,1.0,"",1.0
RBL1,0,47,138,13176,1.0,"",1.0
HNRNPK,1,45,138,13176,0.3778624634650871,Metformin_3.34_J22_plate_41002701,1.0
LHX6,0,31,138,13176,1.0,"",1.0
TFRC,1,60,138,13176,0.46908615608088705,Glycerol_3.34_P22_plate_41002889,1.0
ARHGAP9,0,30,138,13176,1.0,"",1.0
GNGT1,0,30,138,13176,1.0,"",1.0
NBEAL2,0,30,138,13176,1.0,"",1.0
NPFFR2,4,459,138,13176,0.7131618448687764,"Cyproheptadine_3.82_F03_plate_41002897,Phentolamine_3.82_N16_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Chlorpromazine_3.82_B03_plate_41002878",1.0
MICU3,0,32,138,13176,1.0,"",1.0
PRIMA1,0,48,138,13176,1.0,"",1.0
CHRD,0,60,138,13176,1.0,"",1.0
SETD9,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
NCL,0,46,138,13176,1.0,"",1.0
PRKCZ,1,75,138,13176,0.5470163983920299,Cyclosporin A_3.34_P19_plate_41002701,1.0
MICOS10,0,32,138,13176,1.0,"",1.0
POU5F1B,0,46,138,13176,1.0,"",1.0
MAP3K2,1,138,138,13176,0.7679087653194222,Metformin_3.34_J22_plate_41002701,1.0
PALB2,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
CHRFAM7A,0,59,138,13176,1.0,"",1.0
BUB3,0,32,138,13176,1.0,"",1.0
CHRNA2,0,106,138,13176,1.0,"",1.0
XRN1,2,62,138,13176,0.13748499867623679,"Cyclosporin A_3.34_P19_plate_41002701,Glycerol_3.34_P22_plate_41002889",1.0
PPARG,6,632,138,13176,0.6548939446157855,"5-Aminosalicylic Acid_3.82_P23_plate_41002877,Triclosan_3.82_F22_plate_41002946,Glycerol_3.34_P22_plate_41002889,Triclosan_3.82_D24_plate_41002877,Sulfasalazine_3.34_O23_plate_41002701,Disulfiram_3.82_I17_plate_41002692",1.0
ENTPD6,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
EIF1AX,1,61,138,13176,0.47467216633255205,Glycerol_3.34_P22_plate_41002889,1.0
BGLAP,1,148,138,13176,0.7913444063552965,Vitamin K1_3.82_M21_plate_41002692,1.0
NPTX1,0,48,138,13176,1.0,"",1.0
CLMN,0,95,138,13176,1.0,"",1.0
CXCR1,2,168,138,13176,0.5276991647253277,"Ketoprofen_3.82_K03_plate_41002897,Melatonin_3.82_D16_plate_41002692",1.0
POU5F1,2,198,138,13176,0.6171761161160412,"Metformin_3.34_J22_plate_41002701,Melatonin_3.82_D16_plate_41002692",1.0
DIXDC1,0,47,138,13176,1.0,"",1.0
NEU4,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
SLC6A5,1,91,138,13176,0.6176533504119434,Clomipramine_3.82_F03_plate_41002878,1.0
CA3,0,167,138,13176,1.0,"",1.0
POU2F1,0,76,138,13176,1.0,"",1.0
ADAMTS2,0,16,138,13176,1.0,"",1.0
SDCBP,0,62,138,13176,1.0,"",1.0
E2F2,0,120,138,13176,1.0,"",1.0
PPP1R12A,0,31,138,13176,1.0,"",1.0
DLC1,0,91,138,13176,1.0,"",1.0
CHRNB4,0,76,138,13176,1.0,"",1.0
INSL3,0,45,138,13176,1.0,"",1.0
AGAP1,0,32,138,13176,1.0,"",1.0
SNAI2,1,179,138,13176,0.8500681122927252,Erlotinib_1.43_J23_plate_41002703,1.0
KIF4A,0,78,138,13176,1.0,"",1.0
CCL19,1,122,138,13176,0.724861997227009,Melatonin_3.82_D16_plate_41002692,1.0
MSRB1,0,31,138,13176,1.0,"",1.0
PRL,1,90,138,13176,0.6135782934422834,5-Azacytidine_2.86_I02_plate_41002951,1.0
RGL1,0,90,138,13176,1.0,"",1.0
POSTN,1,44,138,13176,0.3712551847178332,Disulfiram_3.82_I17_plate_41002692,1.0
CLDN4,0,45,138,13176,1.0,"",1.0
FRZB,0,91,138,13176,1.0,"",1.0
MSRA,0,30,138,13176,1.0,"",1.0
CDK2AP1,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
ZNF185,0,31,138,13176,1.0,"",1.0
XIAP,0,120,138,13176,1.0,"",1.0
DCC,1,94,138,13176,0.6296242955123024,Glycerol_3.34_P22_plate_41002889,1.0
UBE2A,0,46,138,13176,1.0,"",1.0
DNAJB6,2,87,138,13176,0.231321006917984,"Cyclosporin A_3.34_P19_plate_41002701,Disulfiram_3.82_I17_plate_41002692",1.0
ZYG11B,0,46,138,13176,1.0,"",1.0
MEF2B,0,32,138,13176,1.0,"",1.0
INS,0,31,138,13176,1.0,"",1.0
RACK1,1,91,138,13176,0.6176533504119434,Glycerol_3.34_P22_plate_41002889,1.0
DUSP22,0,16,138,13176,1.0,"",1.0
CBLC,0,29,138,13176,1.0,"",1.0
PNPLA7,2,46,138,13176,0.08363703494617729,"Cyclosporin A_3.34_P19_plate_41002701,Glycerol_3.34_P22_plate_41002889",1.0
AHCTF1,1,45,138,13176,0.3778624634650871,Cyclosporin A_3.34_P19_plate_41002701,1.0
CMTM3,0,61,138,13176,1.0,"",1.0
METTL25,0,32,138,13176,1.0,"",1.0
EVA1B,0,32,138,13176,1.0,"",1.0
NAAA,0,45,138,13176,1.0,"",1.0
CYTOR,0,47,138,13176,1.0,"",1.0
PNPLA6,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
POLR2J2,0,32,138,13176,1.0,"",1.0
TNK1,1,62,138,13176,0.48019982481872137,Erlotinib_1.43_J23_plate_41002703,1.0
FANCG,1,105,138,13176,0.6704199100216062,Cyclosporin A_3.34_P19_plate_41002701,1.0
SERPINF1,0,61,138,13176,1.0,"",1.0
CLDN7,0,107,138,13176,1.0,"",1.0
ACACB,2,109,138,13176,0.3166460851864065,"Metformin_3.34_J22_plate_41002701,Glycerol_3.34_P22_plate_41002889",1.0
NELL2,0,105,138,13176,1.0,"",1.0
GALNT7,0,60,138,13176,1.0,"",1.0
CDC25A,1,118,138,13176,0.7129157845245591,Metformin_3.34_J22_plate_41002701,1.0
CDCA5,0,46,138,13176,1.0,"",1.0
PEX3,0,44,138,13176,1.0,"",1.0
VIPR1,0,107,138,13176,1.0,"",1.0
ADCY4,0,32,138,13176,1.0,"",1.0
CDH6,0,61,138,13176,1.0,"",1.0
SMYD2,1,75,138,13176,0.5470163983920299,Glycerol_3.34_P22_plate_41002889,1.0
CPTP,1,48,138,13176,0.39727353315756336,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
RPS27,0,32,138,13176,1.0,"",1.0
SLC2A12,0,47,138,13176,1.0,"",1.0
LHCGR,0,62,138,13176,1.0,"",1.0
PATL1,0,46,138,13176,1.0,"",1.0
SASS6,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
RC3H1,0,32,138,13176,1.0,"",1.0
STEAP4,1,61,138,13176,0.47467216633255205,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
MPO,7,453,138,13176,0.19748615551709284,"Capsaicin_3.34_P14_plate_41002701,5-Aminosalicylic Acid_3.82_P23_plate_41002877,Glycerol_3.34_P22_plate_41002889,2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883,Capsaicin_3.82_F24_plate_41002878,4-Aminosalicylic acid_3.82_A13_plate_41002693,Melatonin_3.82_D16_plate_41002692",1.0
POT1,0,30,138,13176,1.0,"",1.0
ARHGEF39,0,31,138,13176,1.0,"",1.0
UTS2R,4,415,138,13176,0.6362234612595857,"Cyproheptadine_3.82_F03_plate_41002897,Phentolamine_3.82_N16_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Chlorpromazine_3.82_B03_plate_41002878",1.0
CXXC1,1,48,138,13176,0.39727353315756336,"2,2'-Oxybis(ethan-1-ol)_0.48_P18_plate_41002883",1.0
SLC5A1,0,44,138,13176,1.0,"",1.0
IGDCC4,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
VIL1,0,16,138,13176,1.0,"",1.0
DUSP10,0,136,138,13176,1.0,"",1.0
PLA2G7,0,60,138,13176,1.0,"",1.0
NLRP3,0,105,138,13176,1.0,"",1.0
SLC41A2,0,32,138,13176,1.0,"",1.0
LIN9,0,32,138,13176,1.0,"",1.0
CYSLTR1,0,59,138,13176,1.0,"",1.0
P2RX4,0,46,138,13176,1.0,"",1.0
OGFOD3,0,16,138,13176,1.0,"",1.0
RGL3,0,31,138,13176,1.0,"",1.0
ROS1,0,92,138,13176,1.0,"",1.0
CLDN5,0,45,138,13176,1.0,"",1.0
NOC3L,0,32,138,13176,1.0,"",1.0
TPST1,0,47,138,13176,1.0,"",1.0
COL5A2,0,47,138,13176,1.0,"",1.0
STK39,0,93,138,13176,1.0,"",1.0
LMNB2,1,89,138,13176,0.6094601225020597,Cyclosporin A_3.34_P19_plate_41002701,1.0
STOX2,0,31,138,13176,1.0,"",1.0
TBC1D2,0,32,138,13176,1.0,"",1.0
POLG,0,29,138,13176,1.0,"",1.0
DIRAS1,0,47,138,13176,1.0,"",1.0
SCUBE1,0,16,138,13176,1.0,"",1.0
B3GNTL1,0,16,138,13176,1.0,"",1.0
TFF2,0,62,138,13176,1.0,"",1.0
SPARCL1,0,61,138,13176,1.0,"",1.0
TAS2R10,1,122,138,13176,0.724861997227009,Melatonin_3.82_D16_plate_41002692,1.0
TSC22D3,0,119,138,13176,1.0,"",1.0
ZIC2,0,30,138,13176,1.0,"",1.0
PYY,1,123,138,13176,0.7277706110145585,Melatonin_3.82_D16_plate_41002692,1.0
NDUFA5,1,46,138,13176,0.38440080632106327,Metformin_3.34_J22_plate_41002701,1.0
TMPRSS2,1,212,138,13176,0.8946295335309633,Palbociclib_3.34_P21_plate_41002889,1.0
MOGAT1,0,32,138,13176,1.0,"",1.0
NTS,0,77,138,13176,1.0,"",1.0
RFC3,1,76,138,13176,0.5517879224758316,5-Azacytidine_2.86_I02_plate_41002951,1.0
COL15A1,0,45,138,13176,1.0,"",1.0
TRMT1,0,32,138,13176,1.0,"",1.0
VAMP5,0,32,138,13176,1.0,"",1.0
TOP2A,6,319,138,13176,0.11851895113735289,"Ciprofloxacin_3.82_M08_plate_41002947,Mitoxantrone_1.82_D06_plate_41002882,5-Azacytidine_2.86_I02_plate_41002951,Glycerol_3.34_P22_plate_41002889,Mitoxantrone_1.43_D11_plate_41002703,Levofloxacin_3.82_P18_plate_41002878",1.0
IREB2,0,16,138,13176,1.0,"",1.0
GNG7,1,48,138,13176,0.39727353315756336,5-Azacytidine_2.86_I02_plate_41002951,1.0
ROMO1,0,32,138,13176,1.0,"",1.0
CALM1,2,209,138,13176,0.6465908505717658,"Chlorpromazine_3.82_B03_plate_41002878,Melatonin_3.82_D16_plate_41002692",1.0
EFHB,0,16,138,13176,1.0,"",1.0
ARHGAP5,0,30,138,13176,1.0,"",1.0
MDGA1,0,47,138,13176,1.0,"",1.0
NECTIN2,0,45,138,13176,1.0,"",1.0
PCDH10,0,46,138,13176,1.0,"",1.0
NR2E3,0,16,138,13176,1.0,"",1.0
ANXA6,0,63,138,13176,1.0,"",1.0
TAS2R4,1,107,138,13176,0.6773426673512546,Melatonin_3.82_D16_plate_41002692,1.0
GLRX3,0,31,138,13176,1.0,"",1.0
S1PR5,1,168,138,13176,0.8313969199606075,Melatonin_3.82_D16_plate_41002692,1.0
SMOC2,0,75,138,13176,1.0,"",1.0
ENTPD8,1,79,138,13176,0.5658051577263058,Glycerol_3.34_P22_plate_41002889,1.0
LRRC7,0,16,138,13176,1.0,"",1.0
TMTC2,0,14,138,13176,1.0,"",1.0
ANKHD1,0,16,138,13176,1.0,"",1.0
WARS1,1,61,138,13176,0.47467216633255205,Glycerol_3.34_P22_plate_41002889,1.0
AKR1C4,2,137,138,13176,0.421692300928404,"Cyclosporin A_3.34_P19_plate_41002701,Atazanavir_3.82_B10_plate_41002896",1.0
ACY1,0,32,138,13176,1.0,"",1.0
GMPR,1,63,138,13176,0.4856697366819983,Glycerol_3.34_P22_plate_41002889,1.0
LPIN3,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
UBE2E1,1,46,138,13176,0.38440080632106327,Glycerol_3.34_P22_plate_41002889,1.0
ZNF407,0,16,138,13176,1.0,"",1.0
SIGMAR1,1,226,138,13176,0.9092979579535534,Phentolamine_3.82_N16_plate_41002897,1.0
RHBDL3,1,46,138,13176,0.38440080632106327,Glycerol_3.34_P22_plate_41002889,1.0
LY86,0,16,138,13176,1.0,"",1.0
TBC1D5,0,46,138,13176,1.0,"",1.0
MOCS3,1,48,138,13176,0.39727353315756336,Glycerol_3.34_P22_plate_41002889,1.0
PHF8,0,16,138,13176,1.0,"",1.0
SFXN2,0,45,138,13176,1.0,"",1.0
GABARAP,0,32,138,13176,1.0,"",1.0
BRCA2,2,108,138,13176,0.3127885183045498,"Bortezomib_0.95_N08_plate_41002875,Bortezomib_1.43_O21_plate_41002945",1.0
ATG10,0,31,138,13176,1.0,"",1.0
SLC31A2,0,46,138,13176,1.0,"",1.0
CPVL,0,31,138,13176,1.0,"",1.0
RAI1,1,75,138,13176,0.5470163983920299,Cyclosporin A_3.34_P19_plate_41002701,1.0
ZNF93,0,46,138,13176,1.0,"",1.0
PIGL,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
MDH1,0,32,138,13176,1.0,"",1.0
CD99,0,32,138,13176,1.0,"",1.0
SLITRK4,0,45,138,13176,1.0,"",1.0
SNX25,0,46,138,13176,1.0,"",1.0
BHMT,0,16,138,13176,1.0,"",1.0
ENTPD1,1,47,138,13176,0.39087092732088696,Glycerol_3.34_P22_plate_41002889,1.0
WASF3,0,32,138,13176,1.0,"",1.0
HADHA,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
IK,0,30,138,13176,1.0,"",1.0
TENT5C,1,73,138,13176,0.5373215488085691,Disulfiram_3.82_I17_plate_41002692,1.0
TAF5L,0,47,138,13176,1.0,"",1.0
PIM1,3,240,138,13176,0.46156661689836387,"Mitoxantrone_1.82_D06_plate_41002882,Glycerol_3.34_P22_plate_41002889,Mitoxantrone_1.43_D11_plate_41002703",1.0
RAB30,0,31,138,13176,1.0,"",1.0
CACNA1S,4,301,138,13176,0.3874416280529448,"Amlodipine_3.82_N07_plate_41002897,Azelnidipine_3.82_I07_plate_41002693,Azelnidipine_3.82_O16_plate_41002897,Amlodipine_3.34_C02_plate_41002892",1.0
AGPS,0,48,138,13176,1.0,"",1.0
TAAR6,4,383,138,13176,0.5726833367914534,"Cyproheptadine_3.82_F03_plate_41002897,Phentolamine_3.82_N16_plate_41002897,Clomipramine_3.82_F03_plate_41002878,Chlorpromazine_3.82_B03_plate_41002878",1.0
ST7,0,61,138,13176,1.0,"",1.0
MAFB,1,89,138,13176,0.6094601225020597,Disulfiram_3.82_I17_plate_41002692,1.0
GKAP1,0,46,138,13176,1.0,"",1.0
SLC31A1,2,62,138,13176,0.13748499867623679,"Bortezomib_0.95_N08_plate_41002875,Bortezomib_1.43_O21_plate_41002945",1.0
LHX8,1,60,138,13176,0.46908615608088705,Cyclosporin A_3.34_P19_plate_41002701,1.0
NLGN3,0,78,138,13176,1.0,"",1.0
ALDH3B2,0,59,138,13176,1.0,"",1.0
CXCR5,1,152,138,13176,0.8000467074377745,Melatonin_3.82_D16_plate_41002692,1.0
PER1,0,62,138,13176,1.0,"",1.0
MT-ND6,1,30,138,13176,0.27109701643053735,Metformin_3.34_J22_plate_41002701,1.0
SH3D19,0,46,138,13176,1.0,"",1.0
KIT,2,289,138,13176,0.809664335984698,"Pexidartinib_1.43_L07_plate_41002703,Pexidartinib_3.34_D19_plate_41002892",1.0
DNAJC1,2,75,138,13176,0.18537028016906687,"Cyclosporin A_3.34_P19_plate_41002701,Glycerol_3.34_P22_plate_41002889",1.0
PTPN23,1,32,138,13176,0.28632057245144965,Glycerol_3.34_P22_plate_41002889,1.0
IGFBP1,5,227,138,13176,0.09026047949443355,"Triclosan_3.82_F22_plate_41002946,5-Azacytidine_2.86_I02_plate_41002951,Atazanavir_3.82_B10_plate_41002896,Triclosan_3.82_D24_plate_41002877,Cyclosporin A_3.34_P19_plate_41002701",1.0
ST3GAL1,0,116,138,13176,1.0,"",1.0
NDP,0,75,138,13176,1.0,"",1.0
SIGIRR,0,45,138,13176,1.0,"",1.0
CES5A,0,30,138,13176,1.0,"",1.0
NDNF,0,32,138,13176,1.0,"",1.0
TDRD7,0,61,138,13176,1.0,"",1.0
TFCP2L1,0,30,138,13176,1.0,"",1.0
MYLK3,0,47,138,13176,1.0,"",1.0
NREP,1,88,138,13176,0.6052983848113481,Cyclosporin A_3.34_P19_plate_41002701,1.0
OGFR,1,30,138,13176,0.27109701643053735,Cyclosporin A_3.34_P19_plate_41002701,1.0
GUCD1,0,32,138,13176,1.0,"",1.0
LPGAT1,0,46,138,13176,1.0,"",1.0
SLC45A3,0,43,138,13176,1.0,"",1.0
BMX,1,104,138,13176,0.6669034377456655,Cyclosporin A_3.34_P19_plate_41002701,1.0
UCK1,0,16,138,13176,1.0,"",1.0
ZFAND2A,1,94,138,13176,0.6296242955123024,Disulfiram_3.82_I17_plate_41002692,1.0
MTMR12,0,32,138,13176,1.0,"",1.0
TCF7L1,0,60,138,13176,1.0,"",1.0
IL20RB,0,77,138,13176,1.0,"",1.0
MADD,0,48,138,13176,1.0,"",1.0
