target_set,p_value,fdr,overlap_size,target_set_size,overlap_hits
BUB3,1.0,1.0,0,32,""
ZNF768,1.0,1.0,0,16,""
TTYH2,1.0,1.0,0,16,""
IFT57,0.3562043176345333,1.0,1,44,Cyclosporin A_11.0_J15_plate_41002880
CYSRT1,1.0,1.0,0,31,""
PCDH18,1.0,1.0,0,29,""
NPHP4,1.0,1.0,0,16,""
ASIC3,1.0,1.0,0,60,""
RGS9,0.46256871289929685,1.0,1,62,Cyclosporin A_11.0_J15_plate_41002880
ARHGAP39,1.0,1.0,0,32,""
ZFR,1.0,1.0,0,63,""
ACADVL,1.0,1.0,0,31,""
SKIL,0.5283549551403006,1.0,1,75,Cyclosporin A_11.0_J15_plate_41002880
ERFE,1.0,1.0,0,32,""
UBR1,1.0,1.0,0,16,""
DLEU1,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
TYMS,0.734311318491258,1.0,2,260,"Docetaxel_100.0_E02_plate_41002946,Azoxystrobin_33.5_D09_plate_41002701"
PTGDR,1.0,1.0,0,477,""
GNG2,1.0,1.0,0,198,""
ADCY6,1.0,1.0,0,61,""
DNAJB12,1.0,1.0,0,31,""
CNIH2,1.0,1.0,0,32,""
VPS45,1.0,1.0,0,16,""
RAB39B,1.0,1.0,0,16,""
LIG4,1.0,1.0,0,47,""
POLA1,1.0,1.0,0,169,""
BTN3A2,1.0,1.0,0,45,""
AMDHD1,1.0,1.0,0,32,""
CREB5,1.0,1.0,0,92,""
DNAJC18,0.5861423130305872,1.0,1,88,Cyclosporin A_11.0_J15_plate_41002880
FIRRM,1.0,1.0,0,44,""
CELSR1,1.0,1.0,0,16,""
DCK,0.8096881624140103,1.0,1,165,Cyclosporin A_11.0_J15_plate_41002880
TUBA3E,0.40676232200280565,1.0,2,140,"Docetaxel_100.0_E02_plate_41002946,Cabazitaxel_100.0_C06_plate_41002692"
SMCR8,0.3689852733342547,1.0,1,46,Cyclosporin A_11.0_J15_plate_41002880
ZNF621,1.0,1.0,0,32,""
GART,1.0,1.0,0,77,""
ZFP64,1.0,1.0,0,32,""
IER5,1.0,1.0,0,45,""
HOXA2,1.0,1.0,0,32,""
UGT2B15,0.6260876104912709,1.0,2,212,"Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880"
DYNLT3,1.0,1.0,0,44,""
WDR54,1.0,1.0,0,62,""
ATP11C,1.0,1.0,0,32,""
FGF19,0.22894267424988365,1.0,2,91,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
CYP8B1,0.44775330549421694,1.0,2,152,"Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880"
MREG,1.0,1.0,0,45,""
TMEM248,1.0,1.0,0,16,""
NMBR,1.0,1.0,0,414,""
DNALI1,1.0,1.0,0,31,""
SPPL3,1.0,1.0,0,46,""
MAGOH,1.0,1.0,0,46,""
CAPNS1,1.0,1.0,0,48,""
BICRA,1.0,1.0,0,31,""
PDGFB,0.5984463878801752,1.0,1,91,Triclosan_100.0_F22_plate_41002946
RABEP1,1.0,1.0,0,45,""
GRB14,1.0,1.0,0,77,""
DCC,0.23996659096867576,1.0,2,94,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
CDK5,1.0,1.0,0,61,""
RPS15,1.0,1.0,0,30,""
NFE2L2,0.5534563580995329,1.0,3,290,"Panobinostat_3.5_G09_plate_41002885,Indole-3-carbinol_100.0_I11_plate_41002878,Panobinostat_0.0456431545317173_M23_plate_41002691"
CAPN12,1.0,1.0,0,46,""
CHRNB4,1.0,1.0,0,76,""
DPF3,1.0,1.0,0,16,""
LGALS8,1.0,1.0,0,62,""
MYO9A,1.0,1.0,0,32,""
NPTX2,1.0,1.0,0,75,""
MAGED2,0.45714638552636117,1.0,1,61,Cyclosporin A_11.0_J15_plate_41002880
CYP19A1,0.799288545991708,1.0,3,425,"Finasteride_100.0_E01_plate_41002896,Tamoxifen_100.0_F23_plate_41002896,Exemestane_100.0_K05_plate_41002946"
CTPS2,1.0,1.0,0,76,""
CASKIN2,0.3626265864732384,1.0,1,45,Tamoxifen_100.0_F23_plate_41002896
FUBP1,1.0,1.0,0,46,""
SLC46A3,1.0,1.0,0,47,""
SLC22A11,1.0,1.0,0,329,""
TMC6,1.0,1.0,0,48,""
MZF1,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
HINT2,1.0,1.0,0,80,""
GAB2,1.0,1.0,0,45,""
EBLN2,1.0,1.0,0,32,""
SIVA1,1.0,1.0,0,48,""
CYP4X1,1.0,1.0,0,61,""
GPRIN2,1.0,1.0,0,31,""
FBXO32,1.0,1.0,0,75,""
TCP1,1.0,1.0,0,46,""
ZNF367,1.0,1.0,0,46,""
RNF13,1.0,1.0,0,32,""
HSD11B2,1.0,1.0,0,153,""
DACT1,0.1534796234848105,1.0,3,136,"Panobinostat_3.5_G09_plate_41002885,Tamoxifen_100.0_F23_plate_41002896,Panobinostat_0.0456431545317173_M23_plate_41002691"
L3MBTL4,1.0,1.0,0,16,""
SHBG,0.5030229339048784,1.0,2,169,"Tamoxifen_100.0_F23_plate_41002896,Norethindrone_100.0_D17_plate_41002946"
NETO1,1.0,1.0,0,47,""
PMS1,1.0,1.0,0,78,""
FAM199X,1.0,1.0,0,47,""
SERTAD2,1.0,1.0,0,46,""
FOS,0.9645440677368702,1.0,1,330,Bicalutamide_100.0_I11_plate_41002692
ARRDC2,1.0,1.0,0,48,""
GABRB1,0.9128900321988529,1.0,1,242,Olanzapine_100.0_K15_plate_41002693
OPA1,1.0,1.0,0,61,""
NNT,1.0,1.0,0,47,""
mrcA,1.0,1.0,0,61,""
ECHDC1,1.0,1.0,0,62,""
SLC2A14,1.0,1.0,0,62,""
SLC25A22,1.0,1.0,0,47,""
TBX18,1.0,1.0,0,47,""
ISG20L2,1.0,1.0,0,63,""
LINC01089,1.0,1.0,0,31,""
FAM86EP,1.0,1.0,0,15,""
B3GAT1,1.0,1.0,0,32,""
RIGI,1.0,1.0,0,78,""
NPTX1,1.0,1.0,0,48,""
AGO4,1.0,1.0,0,45,""
GLYR1,1.0,1.0,0,79,""
PTCH2,1.0,1.0,0,15,""
SLFN11,1.0,1.0,0,30,""
OSBP2,1.0,1.0,0,47,""
GAB1,1.0,1.0,0,45,""
GPR35,0.5330710455819941,1.0,1,76,Cyclosporin A_11.0_J15_plate_41002880
FAM178B,1.0,1.0,0,16,""
AVPR1A,1.0,1.0,0,444,""
SPTSSB,1.0,1.0,0,63,""
SETD1A,0.3689852733342547,1.0,1,46,Cyclosporin A_11.0_J15_plate_41002880
ANKRD55,1.0,1.0,0,29,""
SLC1A5,1.0,1.0,0,47,""
ADAMTS8,1.0,1.0,0,59,""
SERPINA3,1.0,1.0,0,75,""
LRRC1,1.0,1.0,0,61,""
DGCR6L,1.0,1.0,0,16,""
PRDX6,1.0,1.0,0,64,""
CORO2B,1.0,1.0,0,31,""
NFE2L1,1.0,1.0,0,62,""
FSHR,1.0,1.0,0,78,""
RCCD1,1.0,1.0,0,62,""
PCNX2,1.0,1.0,0,16,""
SNRPB,1.0,1.0,0,48,""
SHH,1.0,1.0,0,59,""
CBX7,1.0,1.0,0,63,""
TRIM35,1.0,1.0,0,32,""
ATF1,1.0,1.0,0,45,""
SLC6A14,1.0,1.0,0,29,""
RPL3,1.0,1.0,0,30,""
NEFH,0.5943859075106122,1.0,1,90,Tamoxifen_100.0_F23_plate_41002896
TNFSF11,0.18759368440306243,1.0,3,150,"Panobinostat_3.5_G09_plate_41002885,Atazanavir_33.5_M08_plate_41002892,Panobinostat_0.0456431545317173_M23_plate_41002691"
SULT1A3,1.0,1.0,0,94,""
PEA15,0.5283549551403006,1.0,1,75,Cyclosporin A_11.0_J15_plate_41002880
NOTCH2NLA,1.0,1.0,0,32,""
MICAL3,1.0,1.0,0,32,""
CDKL3,1.0,1.0,0,62,""
MUC2,1.0,1.0,0,32,""
XRCC3,1.0,1.0,0,48,""
GPBAR1,1.0,1.0,0,62,""
C16orf74,1.0,1.0,0,16,""
CSNK1E,1.0,1.0,0,75,""
SIAH2,1.0,1.0,0,31,""
HLA-DMB,0.4342590538876456,1.0,2,148,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
POU2AF3,1.0,1.0,0,32,""
GGT1,0.22527583106341445,1.0,2,90,"Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880"
IL32,1.0,1.0,0,125,""
PC,1.0,1.0,0,31,""
CD7,1.0,1.0,0,32,""
FFAR4,1.0,1.0,0,383,""
UBE2L6,1.0,1.0,0,91,""
HPRT1,0.3355203132447274,1.0,2,120,"6-Thioguanine_11.0_I21_plate_41002904,Azathioprine_3.5_M22_plate_41002689"
MED14,1.0,1.0,0,60,""
ATP2C1,1.0,1.0,0,62,""
LINGO3,1.0,1.0,0,45,""
NUDT15,0.3689852733342547,1.0,1,46,Azathioprine_3.5_M22_plate_41002689
ALDH16A1,1.0,1.0,0,80,""
PABPN1,1.0,1.0,0,48,""
SUV39H1,1.0,1.0,0,75,""
SPARC,1.0,1.0,0,92,""
OTULIN,1.0,1.0,0,32,""
PDE4A,1.0,1.0,0,154,""
CASP5,1.0,1.0,0,74,""
CANT1,1.0,1.0,0,32,""
SLC6A13,1.0,1.0,0,107,""
EDN2,1.0,1.0,0,78,""
ST7,1.0,1.0,0,61,""
WDR74,1.0,1.0,0,32,""
RARA,0.9645440677368702,1.0,1,330,Norethindrone_100.0_D17_plate_41002946
BCAR1,1.0,1.0,0,32,""
SIPA1L3,1.0,1.0,0,16,""
NMNAT3,1.0,1.0,0,63,""
ASXL2,1.0,1.0,0,32,""
ANGPTL2,0.7422773418946649,1.0,1,135,Tamoxifen_100.0_F23_plate_41002896
MTFR1,1.0,1.0,0,32,""
SAMM50,1.0,1.0,0,32,""
CCNA2,0.8665111594258392,1.0,1,200,Tamoxifen_100.0_F23_plate_41002896
SLC30A5,1.0,1.0,0,32,""
WRAP53,1.0,1.0,0,48,""
CDK10,1.0,1.0,0,29,""
SPOCK1,1.0,1.0,0,62,""
P3H3,1.0,1.0,0,61,""
GRB7,1.0,1.0,0,30,""
RUBCN,1.0,1.0,0,45,""
SECTM1,1.0,1.0,0,61,""
REEP6,0.45714638552636117,1.0,1,61,Cyclosporin A_11.0_J15_plate_41002880
TACC2,0.446138333782513,1.0,1,59,Tamoxifen_100.0_F23_plate_41002896
FBP1,0.6064467232503427,1.0,1,93,Cyclosporin A_11.0_J15_plate_41002880
OPRL1,1.0,1.0,0,537,""
NTHL1,1.0,1.0,0,47,""
DTX3L,1.0,1.0,0,63,""
AGBL3,1.0,1.0,0,48,""
GSTM1,0.6260876104912709,1.0,2,212,"Azathioprine_3.5_M22_plate_41002689,Cyclosporin A_11.0_J15_plate_41002880"
PSMD14,0.3689852733342547,1.0,1,46,Cyclosporin A_11.0_J15_plate_41002880
ATRIP,1.0,1.0,0,32,""
H1-5,1.0,1.0,0,31,""
ELANE,1.0,1.0,0,47,""
dacA,1.0,1.0,0,14,""
HIPK1,1.0,1.0,0,47,""
CEBPA,1.0,1.0,0,155,""
GOLM1,1.0,1.0,0,47,""
AFG3L2,1.0,1.0,0,32,""
SLC29A3,1.0,1.0,0,31,""
IL23A,1.0,1.0,0,46,""
RELL1,1.0,1.0,0,32,""
CELSR3,1.0,1.0,0,31,""
ALDH3B2,1.0,1.0,0,59,""
KIRREL3,1.0,1.0,0,62,""
SLC22A10,1.0,1.0,0,30,""
PPP2R5A,1.0,1.0,0,45,""
SLC5A4,1.0,1.0,0,30,""
KPNA5,1.0,1.0,0,32,""
GPR21,1.0,1.0,0,399,""
GBP2,1.0,1.0,0,61,""
PLLP,1.0,1.0,0,61,""
TAS2R14,1.0,1.0,0,107,""
AFF2,1.0,1.0,0,16,""
MRPL49,1.0,1.0,0,45,""
CPEB1,1.0,1.0,0,32,""
TFF2,0.46256871289929685,1.0,1,62,Tamoxifen_100.0_F23_plate_41002896
SIRT3,1.0,1.0,0,123,""
ACAD8,1.0,1.0,0,48,""
B3GALT4,1.0,1.0,0,48,""
L3MBTL3,1.0,1.0,0,32,""
RPF2,1.0,1.0,0,47,""
PIERCE1,1.0,1.0,0,45,""
ACAT1,1.0,1.0,0,62,""
PI4KA,1.0,1.0,0,32,""
STARD9,1.0,1.0,0,45,""
IYD,1.0,1.0,0,32,""
PMP22,1.0,1.0,0,107,""
CPA4,1.0,1.0,0,79,""
SSTR5-AS1,0.3562043176345333,1.0,1,44,Cyclosporin A_11.0_J15_plate_41002880
SERTM1,0.3562043176345333,1.0,1,44,Cyclosporin A_11.0_J15_plate_41002880
ANKRD33B,1.0,1.0,0,45,""
FDXR,1.0,1.0,0,60,""
CHURC1-FNTB,1.0,1.0,0,48,""
LINC00673,1.0,1.0,0,31,""
TRIM63,1.0,1.0,0,32,""
SEPHS2,1.0,1.0,0,32,""
ANKRD13C-DT,1.0,1.0,0,47,""
COL12A1,1.0,1.0,0,103,""
HPSE,1.0,1.0,0,63,""
ANKRD11,1.0,1.0,0,48,""
WNT3A,1.0,1.0,0,29,""
TDRD5,1.0,1.0,0,32,""
EPOP,1.0,1.0,0,30,""
GSTT1,0.8793958337395518,1.0,1,210,Triclosan_100.0_F22_plate_41002946
DYRK2,1.0,1.0,0,92,""
FANCL,1.0,1.0,0,89,""
FBXL20,1.0,1.0,0,32,""
PNRC2,1.0,1.0,0,45,""
PMEL,1.0,1.0,0,48,""
TMCC1,1.0,1.0,0,31,""
KCNIP4,0.13060563664207261,1.0,1,14,Cyclosporin A_11.0_J15_plate_41002880
NFKBIB,1.0,1.0,0,16,""
YDJC,1.0,1.0,0,32,""
NR2C2AP,1.0,1.0,0,32,""
MIS18A,1.0,1.0,0,16,""
GSTM2,0.5984463878801752,1.0,1,91,Cyclosporin A_11.0_J15_plate_41002880
SCTR,1.0,1.0,0,76,""
PTPRS,1.0,1.0,0,63,""
CDT1,0.2731510752441483,1.0,2,103,"Azoxystrobin_33.5_D09_plate_41002701,Cyclosporin A_11.0_J15_plate_41002880"
SLC17A2,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
BMERB1,1.0,1.0,0,59,""
HOXA10,1.0,1.0,0,75,""
TPSAB1,1.0,1.0,0,30,""
PPP2R5B,1.0,1.0,0,32,""
TEAD2,1.0,1.0,0,31,""
MKRN1,1.0,1.0,0,32,""
YRDC,1.0,1.0,0,31,""
IDH1,1.0,1.0,0,44,""
CYTH1,1.0,1.0,0,62,""
IGFBP6,1.0,1.0,0,61,""
LRRC42,1.0,1.0,0,48,""
SNX29P2,1.0,1.0,0,31,""
OAT,0.17820504022430997,1.0,2,77,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
UPF1,0.45166977224210647,1.0,1,60,Tamoxifen_100.0_F23_plate_41002896
GJB2,0.1826008865087892,1.0,3,148,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691,Cyclosporin A_11.0_J15_plate_41002880"
CANX,1.0,1.0,0,62,""
SPSB2,1.0,1.0,0,48,""
DDAH2,1.0,1.0,0,91,""
ATP4B,1.0,1.0,0,62,""
ATP8A1,1.0,1.0,0,47,""
NUDT3,1.0,1.0,0,32,""
FAS,1.0,1.0,0,198,""
AIG1,1.0,1.0,0,63,""
TAX1BP3,1.0,1.0,0,77,""
EXT2,1.0,1.0,0,61,""
ZNF879,1.0,1.0,0,16,""
MADCAM1,0.3689852733342547,1.0,1,46,Cyclosporin A_11.0_J15_plate_41002880
mrdA,1.0,1.0,0,43,""
ZFAS1,1.0,1.0,0,45,""
TRPC1,0.17110319615899372,1.0,2,75,"Sildenafil_33.5_P24_plate_41002701,Cyclosporin A_11.0_J15_plate_41002880"
ZFP91,1.0,1.0,0,63,""
CHRNA4,1.0,1.0,0,135,""
DKC1,1.0,1.0,0,46,""
ODAM,1.0,1.0,0,16,""
NHERF2,1.0,1.0,0,47,""
SUMF1,1.0,1.0,0,32,""
HOMER2,0.45166977224210647,1.0,1,60,Tamoxifen_100.0_F23_plate_41002896
ABI2,1.0,1.0,0,32,""
ZZZ3,1.0,1.0,0,16,""
MAP3K5,0.6547284819132357,1.0,1,106,Tamoxifen_100.0_F23_plate_41002896
JUNB,1.0,1.0,0,106,""
PINK1,0.6547284819132357,1.0,1,106,Cyclosporin A_11.0_J15_plate_41002880
B4GALT7,1.0,1.0,0,46,""
PDPN,0.22894267424988365,1.0,2,91,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
CYP39A1,1.0,1.0,0,48,""
SLC9A1,1.0,1.0,0,31,""
DOCK2,1.0,1.0,0,31,""
CYFIP2,1.0,1.0,0,88,""
CYLD,0.22161362909237012,1.0,2,89,"Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880"
BFSP2,1.0,1.0,0,31,""
IGFBP7,0.2842153211595409,1.0,2,106,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
NMT1,1.0,1.0,0,61,""
FTO,1.0,1.0,0,64,""
GRIN1,0.8830148187616245,1.0,1,213,Cyclosporin A_11.0_J15_plate_41002880
TUBG1,1.0,1.0,0,61,""
SELPLG,1.0,1.0,0,45,""
FOXD4,1.0,1.0,0,32,""
SMPX,1.0,1.0,0,16,""
ALAS2,1.0,1.0,0,45,""
VSIR,1.0,1.0,0,31,""
BHMT2,1.0,1.0,0,16,""
TFAP4,1.0,1.0,0,32,""
PYROXD1,1.0,1.0,0,47,""
SMO,1.0,1.0,0,59,""
PSIP1,1.0,1.0,0,78,""
NAPRT,1.0,1.0,0,47,""
GRM6,1.0,1.0,0,107,""
MT-CO3,1.0,1.0,0,47,""
HSBP1L1,1.0,1.0,0,31,""
CEACAM5,1.0,1.0,0,59,""
ARID3C,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
GALNT16,1.0,1.0,0,47,""
ORAI1,1.0,1.0,0,61,""
FAT1,1.0,1.0,0,79,""
C4orf3,1.0,1.0,0,30,""
NEK7,0.3626265864732384,1.0,1,45,Tamoxifen_100.0_F23_plate_41002896
ACP5,1.0,1.0,0,47,""
ND6,1.0,1.0,0,30,""
DYNC2LI1,1.0,1.0,0,47,""
TERF1,1.0,1.0,0,46,""
TMED3,1.0,1.0,0,32,""
XPC,1.0,1.0,0,47,""
KRTCAP3,1.0,1.0,0,30,""
TMTC3,1.0,1.0,0,78,""
IFT140,1.0,1.0,0,16,""
EBPL,0.25925160885185383,1.0,1,30,Tamoxifen_100.0_F23_plate_41002896
CDKN2C,1.0,1.0,0,63,""
KLC2,1.0,1.0,0,47,""
TBC1D5,1.0,1.0,0,46,""
ARHGAP9,1.0,1.0,0,30,""
AFM,1.0,1.0,0,48,""
SLC22A12,1.0,1.0,0,61,""
PTMA,1.0,1.0,0,46,""
SARS1,1.0,1.0,0,77,""
NR1H4,0.4805073848850875,1.0,4,359,"Triclosan_100.0_F22_plate_41002946,Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880,Norethindrone_100.0_D17_plate_41002946"
PCMT1,1.0,1.0,0,32,""
ADAMTSL3,1.0,1.0,0,30,""
ZBTB34,1.0,1.0,0,32,""
NEMP1,1.0,1.0,0,30,""
CEP152,1.0,1.0,0,30,""
IL13RA1,1.0,1.0,0,30,""
TCEAL8,1.0,1.0,0,32,""
TBRG1,1.0,1.0,0,46,""
GRPR,1.0,1.0,0,414,""
RGS2,1.0,1.0,0,91,""
C2orf72,1.0,1.0,0,31,""
TMEM35B,1.0,1.0,0,46,""
ITPKB,1.0,1.0,0,16,""
PGA5,1.0,1.0,0,48,""
E2F3,1.0,1.0,0,78,""
SULT1E1,0.8413985460210291,1.0,1,183,Tamoxifen_100.0_F23_plate_41002896
GATA6,0.23261370847013146,1.0,2,92,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
RNLS,1.0,1.0,0,48,""
FBXO25,1.0,1.0,0,30,""
MAN2A2,1.0,1.0,0,46,""
ATL3,1.0,1.0,0,32,""
SPATA13,1.0,1.0,0,47,""
TGM4,1.0,1.0,0,46,""
LTA4H,1.0,1.0,0,106,""
TENM3,1.0,1.0,0,31,""
SGCD,1.0,1.0,0,45,""
AR,0.5179196460715529,1.0,6,579,"Vitamin D2_100.0_O18_plate_41002896,Triclosan_100.0_F22_plate_41002946,Tamoxifen_100.0_F23_plate_41002896,Bicalutamide_100.0_I11_plate_41002692,Norethindrone_100.0_D17_plate_41002946,Exemestane_100.0_K05_plate_41002946"
HYAL1,1.0,1.0,0,48,""
MYL6B,1.0,1.0,0,32,""
GAST,1.0,1.0,0,61,""
SPRR1A,1.0,1.0,0,31,""
KCNH7,1.0,1.0,0,45,""
FAM162B,0.22894267424988365,1.0,2,91,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
FLRT2,0.22161362909237012,1.0,2,89,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
ARHGEF10L,0.3562043176345333,1.0,1,44,Cyclosporin A_11.0_J15_plate_41002880
PI4K2B,1.0,1.0,0,46,""
NGB,1.0,1.0,0,16,""
CDC20,1.0,1.0,0,167,""
THUMPD3-AS1,0.3626265864732384,1.0,1,45,Cyclosporin A_11.0_J15_plate_41002880
TFF3,1.0,1.0,0,73,""
HMGCS2,1.0,1.0,0,77,""
SLC27A5,1.0,1.0,0,16,""
FOXM1,0.700165313446951,1.0,1,120,Tamoxifen_100.0_F23_plate_41002896
PDK3,1.0,1.0,0,78,""
NPR1,1.0,1.0,0,30,""
GCA,1.0,1.0,0,62,""
ASH2L,1.0,1.0,0,61,""
PPME1,1.0,1.0,0,16,""
PRKAR2A,1.0,1.0,0,48,""
SSUH2,1.0,1.0,0,31,""
MCRIP2,0.3626265864732384,1.0,1,45,Cyclosporin A_11.0_J15_plate_41002880
SLC22A7,0.9845837124378164,1.0,1,411,Docetaxel_100.0_E02_plate_41002946
NEDD1,1.0,1.0,0,30,""
ZDHHC17,1.0,1.0,0,63,""
MAGEA1,1.0,1.0,0,48,""
ELL,1.0,1.0,0,16,""
CYCS,1.0,1.0,0,169,""
UQCR11,0.45166977224210647,1.0,1,60,Azoxystrobin_33.5_D09_plate_41002701
FAM222A,1.0,1.0,0,63,""
DEPTOR,0.22345224213629114,1.0,3,164,"Panobinostat_3.5_G09_plate_41002885,Bicalutamide_100.0_I11_plate_41002692,Panobinostat_0.0456431545317173_M23_plate_41002691"
ODF2,1.0,1.0,0,46,""
GNG4,1.0,1.0,0,89,""
TXNL4B,0.25925160885185383,1.0,1,30,Cyclosporin A_11.0_J15_plate_41002880
NMRAL1,1.0,1.0,0,30,""
BAIAP2L1,1.0,1.0,0,32,""
AQP7,1.0,1.0,0,62,""
PRKX,1.0,1.0,0,61,""
FSTL1,1.0,1.0,0,61,""
IVNS1ABP,1.0,1.0,0,75,""
BST1,1.0,1.0,0,32,""
LEFTY1,0.5984463878801752,1.0,1,91,Triclosan_100.0_F22_plate_41002946
HMGCS1,1.0,1.0,0,93,""
HECW2,1.0,1.0,0,47,""
USP7,1.0,1.0,0,32,""
TEK,0.16542892038361653,1.0,3,141,"Fostamatinib_11.0_L09_plate_41002950,Fostamatinib_11.0_J18_plate_41002879,Fostamatinib_33.5_J22_plate_41002957"
UQCRC2,0.6024665272143511,1.0,1,92,Azoxystrobin_33.5_D09_plate_41002701
AP1G1,0.6024665272143511,1.0,1,92,Tamoxifen_100.0_F23_plate_41002896
GABRA3,0.9128900321988529,1.0,1,242,Olanzapine_100.0_K15_plate_41002693
ENY2,1.0,1.0,0,46,""
PLCG1,1.0,1.0,0,45,""
CHRNB2,0.5943859075106122,1.0,1,90,Cyclosporin A_11.0_J15_plate_41002880
CEPT1,1.0,1.0,0,30,""
RANBP2,1.0,1.0,0,93,""
NCBP1,1.0,1.0,0,32,""
SRP19,1.0,1.0,0,31,""
CTCFL,0.45166977224210647,1.0,1,60,Cyclosporin A_11.0_J15_plate_41002880
LTC4S,1.0,1.0,0,63,""
DKK3,1.0,1.0,0,62,""
SYNPO2L,1.0,1.0,0,32,""
KBTBD11,0.22161362909237012,1.0,2,89,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
STX3,1.0,1.0,0,44,""
EGLN1,1.0,1.0,0,78,""
IGF2BP3,1.0,1.0,0,46,""
DNMT3A,0.7448662283459953,1.0,1,136,Cyclosporin A_11.0_J15_plate_41002880
BCL2L14,0.3626265864732384,1.0,1,45,Cyclosporin A_11.0_J15_plate_41002880
SYNE4,1.0,1.0,0,30,""
CAPN1,1.0,1.0,0,32,""
PLEKHB1,1.0,1.0,0,47,""
FAM167A,0.45714638552636117,1.0,1,61,Cyclosporin A_11.0_J15_plate_41002880
MDM2,1.0,1.0,0,104,""
GPATCH2,1.0,1.0,0,16,""
MYO18A,1.0,1.0,0,16,""
KLK3,0.45946595893888137,1.0,3,252,"Bicalutamide_100.0_I11_plate_41002692,Nocodazole_33.5_E08_plate_41002889,Nocodazole_33.5_N18_plate_41002701"
ITGB2,1.0,1.0,0,91,""
DPY19L3,1.0,1.0,0,16,""
SMIM11,1.0,1.0,0,16,""
FRZB,0.22894267424988365,1.0,2,91,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
MIR600HG,1.0,1.0,0,47,""
MRPL27,1.0,1.0,0,61,""
RAPGEF3,1.0,1.0,0,46,""
FAH,1.0,1.0,0,78,""
PNKD,1.0,1.0,0,48,""
ATP6V1A,1.0,1.0,0,61,""
PGP,1.0,1.0,0,62,""
TUBB3,0.5174558535667313,1.0,3,275,"Docetaxel_100.0_E02_plate_41002946,Cabazitaxel_100.0_C06_plate_41002692,Tamoxifen_100.0_F23_plate_41002896"
NR1D1,0.45166977224210647,1.0,1,60,Tamoxifen_100.0_F23_plate_41002896
TMEM200C,1.0,1.0,0,32,""
ACVR2B,1.0,1.0,0,45,""
CHRM3,0.6355509232058778,1.0,5,545,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691,Olanzapine_100.0_K15_plate_41002693,Ziprasidone_100.0_C16_plate_41002877,Biperiden_3.5_E09_plate_41002899"
ARC,1.0,1.0,0,45,""
CNOT1,1.0,1.0,0,48,""
ARHGAP21,1.0,1.0,0,16,""
TAS2R60,1.0,1.0,0,123,""
SEMA4A,1.0,1.0,0,31,""
ALPP,0.5859901425850903,1.0,2,197,"Atazanavir_33.5_M08_plate_41002892,Cyclosporin A_11.0_J15_plate_41002880"
SGO1,1.0,1.0,0,30,""
LONP1,1.0,1.0,0,16,""
DLGAP4,1.0,1.0,0,31,""
AGFG1,1.0,1.0,0,47,""
DNAH11,1.0,1.0,0,46,""
NR2F1,0.467201438777078,1.0,3,255,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691,Norethindrone_100.0_D17_plate_41002946"
SKA1,1.0,1.0,0,30,""
CCS,1.0,1.0,0,31,""
AIMP1,1.0,1.0,0,46,""
PISD,1.0,1.0,0,31,""
COPRS,1.0,1.0,0,32,""
XCL2,0.17110319615899372,1.0,2,75,"Panobinostat_3.5_G09_plate_41002885,Panobinostat_0.0456431545317173_M23_plate_41002691"
NDUFB5,1.0,1.0,0,46,""
HNRNPUL2,1.0,1.0,0,32,""
RACK1,1.0,1.0,0,91,""
