OASIS_ID,DTXSID,PREFERRED_NAME,DTXCID,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,DILILIST_ID,DILIRANK2_ID,DRUGMATRIX_ID,FRAUNHOFER_ID,ICE_ID,TGGATES_ID,TOXREFDB_ID,Invivo_ranking,Purchased_Broad_Enamine,Purchased_Broad_Molport,Purchased_Broad_Medchemxpress,InChIKey14,BESP,animal hepatotoxicity Ambe et al,animal hepatotoxicity Liu et al,human hepatotoxicity Mulliner et al,preclinical hepatotoxicity Mulliner et al
OASIS1352,DTXSID7046467,Argatroban,DTXCID901508458,74863-84-6,KXNPVXPOPUZYGB-IOVMHBDKSA-N,"(2R,4R)-4-Methyl-1-[N~2~-(3-methyl-1,2,3,4-tetrahydroquinoline-8-sulfonyl)-L-arginyl]piperidine-2-carboxylic acid",C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2,"InChI=1S/C23H36N6O5S/c1-14-8-10-29(18(12-14)22(31)32)21(30)17(6-4-9-26-23(24)25)28-35(33,34)19-7-3-5-16-11-15(2)13-27-20(16)19/h3,5,7,14-15,17-18,27-28H,4,6,8-13H2,1-2H3,(H,31,32)(H4,24,25,26)/t14-,15?,17+,18-/m1/s1
",dilist_372,,,,,,,4.0,Yes,No,Yes,KXNPVXPOPUZYGB,,,,1.0,0.0
OASIS1156,DTXSID5046485,Voriconazole,DTXCID3026485,137234-62-9,BCEHBSKCWLPMDN-MGPLVRAMSA-N,"(2R,3S)-2-(2,4-Difluorophenyl)-3-(5-fluoropyrimidin-4-yl)-1-(1H-1,2,4-triazol-1-yl)butan-2-ol",C[C@@H](C1=C(F)C=NC=N1)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F,"InChI=1S/C16H14F3N5O/c1-10(15-14(19)5-20-7-22-15)16(25,6-24-9-21-8-23-24)12-3-2-11(17)4-13(12)18/h2-5,7-10,25H,6H2,1H3/t10-,16+/m0/s1
",dilist_202,,,,,,,4.0,Yes,No,Yes,BCEHBSKCWLPMDN,0.0,,,1.0,1.0
OASIS939,DTXSID3040487,Gemcitabine,DTXCID1020487,95058-81-4,SDUQYLNIPVEERB-QPPQHZFASA-N,"2'-Deoxy-2',2'-difluorocytidine",NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,"InChI=1S/C9H11F2N3O4/c10-9(11)6(16)4(3-15)18-7(9)14-2-1-5(12)13-8(14)17/h1-2,4,6-7,15-16H,3H2,(H2,12,13,17)/t4-,6-,7-/m1/s1
",dilist_948,,,,,,,4.0,Yes,No,Yes,SDUQYLNIPVEERB,0.0,,,1.0,1.0
OASIS672,DTXSID0045832,"Isosorbide 2,5-dinitrate",DTXCID8025832,87-33-2,MOYKHGMNXAOIAT-JGWLITMVSA-N,"1,4:3,6-Dianhydro-2,5-di-O-nitro-D-glucitol",[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,"InChI=1S/C6H8N2O8/c9-7(10)15-3-1-13-6-4(16-8(11)12)2-14-5(3)6/h3-6H,1-2H2/t3-,4+,5-,6-/m1/s1
",dilist_43,,,,,,,4.0,Yes,No,Yes,MOYKHGMNXAOIAT,,,,1.0,0.0
OASIS089,DTXSID5020732,Ibuprofen,DTXCID90732,15687-27-1,HEFNNWSXXWATRW-UHFFFAOYSA-N,2-[4-(2-Methylpropyl)phenyl]propanoic acid,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,"InChI=1/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)
",dilist_173,,,,,tggates_85,,2.0,Yes,No,Yes,HEFNNWSXXWATRW,,,,1.0,1.0
OASIS887,DTXSID30187813,Telbivudine,DTXCID90110304,3424-98-4,IQFYYKKMVGJFEH-CSMHCCOUSA-N,"1-(2-Deoxy-beta-L-erythro-pentofuranosyl)-5-methylpyrimidine-2,4(1H,3H)-dione",CC1=CN([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O,"InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m1/s1
",dilist_323,,,,,,,4.0,Yes,No,Yes,IQFYYKKMVGJFEH,0.0,,,,
OASIS434,DTXSID1020560,Endosulfan,DTXCID70560,115-29-7,RDYMFSUJUZBWLH-UHFFFAOYSA-N,"6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-3H-6,9-methano-3lambda~4~-2,4,3lambda~4~-benzodioxathiepin-3-one",ClC1=C(Cl)C2(Cl)C3COS(=O)OCC3C1(Cl)C2(Cl)Cl,"InChI=1/C9H6Cl6O3S/c10-5-6(11)8(13)4-2-18-19(16)17-1-3(4)7(5,12)9(8,14)15/h3-4H,1-2H2
",,,,fraunhofer_106,,,,3.0,No,Yes,No,RDYMFSUJUZBWLH,,,,,1.0
OASIS1397,DTXSID8022666,Betaine,DTXCID602666,107-43-7,KWIUHFFTVRNATP-UHFFFAOYSA-N,(Trimethylazaniumyl)acetate,C[N+](C)(C)CC([O-])=O,"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3
",dilist_55,,,,,,,4.0,Yes,No,Yes,KWIUHFFTVRNATP,0.0,,,0.0,1.0
OASIS530,DTXSID0032493,Triadimenol,DTXCID8012493,55219-65-3,BAZVSMNPJJMILC-UHFFFAOYSA-N,"1-(4-Chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)butan-2-ol",CC(C)(C)C(O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1,"InChI=1/C14H18ClN3O2/c1-14(2,3)12(19)13(18-9-16-8-17-18)20-11-6-4-10(15)5-7-11/h4-9,12-13,19H,1-3H3
",,,,fraunhofer_219,,,,3.0,No,Yes,No,BAZVSMNPJJMILC,,1.0,,,1.0
OASIS662,DTXSID0041145,Trovafloxacin,DTXCID8021145,147059-72-1,WVPSKSLAZQPAKQ-CDMJZVDBSA-N,"7-[(1R,5S,6s)-6-Amino-3-azabicyclo[3.1.0]hexan-3-yl]-1-(2,4-difluorophenyl)-6-fluoro-4-oxo-1,4-dihydro-1,8-naphthyridine-3-carboxylic acid",[H][C@@]12CN(C[C@]1([H])[C@H]2N)C1=C(F)C=C2C(=O)C(=CN(C3=CC=C(F)C=C3F)C2=N1)C(O)=O,"InChI=1S/C20H15F3N4O3/c21-8-1-2-15(13(22)3-8)27-7-12(20(29)30)17(28)9-4-14(23)19(25-18(9)27)26-5-10-11(6-26)16(10)24/h1-4,7,10-11,16H,5-6,24H2,(H,29,30)/t10-,11+,16+
",dilist_966,,,,,,,4.0,No,No,Yes,WVPSKSLAZQPAKQ,,,,1.0,1.0
OASIS1688,DTXSID5021411,Tris(2-chloroethyl) phosphate,DTXCID601411,115-96-8,HQUQLFOMPYWACS-UHFFFAOYSA-N,Tris(2-chloroethyl) phosphate,ClCCOP(=O)(OCCCl)OCCCl,"InChI=1S/C6H12Cl3O4P/c7-1-4-11-14(10,12-5-2-8)13-6-3-9/h1-6H2
",,,,,ice_34,,,3.0,Yes,No,No,HQUQLFOMPYWACS,,,,,1.0
OASIS1223,DTXSID6023579,Sildenafil,DTXCID003579,139755-83-2,BNRNXUUZRGQAQC-UHFFFAOYSA-N,"5-[2-Ethoxy-5-(4-methylpiperazine-1-sulfonyl)phenyl]-1-methyl-3-propyl-1,6-dihydro-7H-pyrazolo[4,3-d]pyrimidin-7-one",CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,"InChI=1S/C22H30N6O4S/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29)
",dilist_460,,,,,,,4.0,Yes,No,Yes,BNRNXUUZRGQAQC,,,,1.0,1.0
OASIS1396,DTXSID8022614,Apomorphine,DTXCID302614,58-00-4,VMWNQDUVQKEIOC-CYBMUJFWSA-N,"(6aR)-6-Methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10,11-diol",CN1CCC2=CC=CC3=C2[C@H]1CC1=C3C(O)=C(O)C=C1,"InChI=1S/C17H17NO2/c1-18-8-7-10-3-2-4-12-15(10)13(18)9-11-5-6-14(19)17(20)16(11)12/h2-6,13,19-20H,7-9H2,1H3/t13-/m1/s1
",dilist_694,,,,,,,4.0,No,No,Yes,VMWNQDUVQKEIOC,1.0,,,0.0,0.0
OASIS122,DTXSID7020392,Diallyl phthalate,DTXCID70392,131-17-9,QUDWYFHPNIMBFC-UHFFFAOYSA-N,"Diprop-2-en-1-yl benzene-1,2-dicarboxylate",C=CCOC(=O)C1=C(C=CC=C1)C(=O)OCC=C,"InChI=1S/C14H14O4/c1-3-9-17-13(15)11-7-5-6-8-12(11)14(16)18-10-4-2/h3-8H,1-2,9-10H2
",,,,fraunhofer_279,ice_174,,toxrefdb_73,1.0,No,Yes,Yes,QUDWYFHPNIMBFC,,1.0,1.0,,1.0
OASIS1249,DTXSID6045955,Tegaserod,DTXCID20810446,145158-71-0,IKBKZGMPCYNSLU-UHFFFAOYSA-N,2-[(5-Methoxy-1H-indol-3-yl)methylidene]-N-pentylhydrazine-1-carboximidamide,CCCCCNC(=N)NN=CC1=CNC2=C1C=C(OC)C=C2,"InChI=1S/C16H23N5O/c1-3-4-5-8-18-16(17)21-20-11-12-10-19-15-7-6-13(22-2)9-14(12)15/h6-7,9-11,19H,3-5,8H2,1-2H3,(H3,17,18,21)
",dilist_484,,,,,,,4.0,Yes,No,Yes,IKBKZGMPCYNSLU,,,,1.0,1.0
OASIS516,DTXSID2032552,Flufenacet,DTXCID0012552,142459-58-3,IANUJLZYFUDJIH-UHFFFAOYSA-N,"N-(4-Fluorophenyl)-N-(propan-2-yl)-2-{[5-(trifluoromethyl)-1,3,4-thiadiazol-2-yl]oxy}acetamide",CC(C)N(C(=O)COC1=NN=C(S1)C(F)(F)F)C1=CC=C(F)C=C1,"InChI=1S/C14H13F4N3O2S/c1-8(2)21(10-5-3-9(15)4-6-10)11(22)7-23-13-20-19-12(24-13)14(16,17)18/h3-6,8H,7H2,1-2H3
",,,,fraunhofer_201,,,,3.0,No,Yes,Yes,IANUJLZYFUDJIH,,1.0,1.0,,1.0
OASIS325,DTXSID4020458,Chlorpyrifos,DTXCID80458,2921-88-2,SBPBAQFWLVIOKP-UHFFFAOYSA-N,"O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,"InChI=1S/C9H11Cl3NO3PS/c1-3-14-17(18,15-4-2)16-9-7(11)5-6(10)8(12)13-9/h5H,3-4H2,1-2H3
",,,drugmatrix_24,,,,,2.0,No,Yes,Yes,SBPBAQFWLVIOKP,,,0.0,,1.0
OASIS517,DTXSID1051484,2-(2-Methylpropoxy)naphthalene,DTXCID3030422,2173-57-1,XOHIHZHSDMWWMS-UHFFFAOYSA-N,2-(2-Methylpropoxy)naphthalene,CC(C)COC1=CC2=CC=CC=C2C=C1,"InChI=1S/C14H16O/c1-11(2)10-15-14-8-7-12-5-3-4-6-13(12)9-14/h3-9,11H,10H2,1-2H3
",,,,fraunhofer_202,,,,3.0,No,Yes,No,XOHIHZHSDMWWMS,,1.0,,,
OASIS1694,DTXSID2021319,Tetrachloroethylene,DTXCID601319,127-18-4,CYTYCFOTNPOANT-UHFFFAOYSA-N,Tetrachloroethene,ClC(Cl)=C(Cl)Cl,"InChI=1S/C2Cl4/c3-1(4)2(5)6
",,,,,ice_49,,,3.0,Yes,No,No,CYTYCFOTNPOANT,,,,1.0,1.0
OASIS936,DTXSID3037044,Amoxicillin,DTXCID1017044,26787-78-0,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,"(2S,5R,6R)-6-{[(2R)-2-Amino-2-(4-hydroxyphenyl)acetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O,"InChI=1S/C16H19N3O5S/c1-16(2)11(15(23)24)19-13(22)10(14(19)25-16)18-12(21)9(17)7-3-5-8(20)6-4-7/h3-6,9-11,14,20H,17H2,1-2H3,(H,18,21)(H,23,24)/t9-,10-,11+,14-/m1/s1
",dilist_263,,,,,,,4.0,Yes,No,Yes,LSQZJLSUYDQPKJ,0.0,,,1.0,1.0
OASIS1672,DTXSID5022481,(-)-beta-Sitosterol,DTXCID802481,83-46-5,KZJWDPNRJALLNS-VJSFXXLFSA-N,Stigmast-5-en-3beta-ol,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@@H](CC)C(C)C,"InChI=1S/C29H50O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h10,19-21,23-27,30H,7-9,11-18H2,1-6H3/t20-,21-,23+,24+,25-,26+,27+,28+,29-/m1/s1
",,,,,ice_67,,,3.0,Yes,No,Yes,KZJWDPNRJALLNS,,,,0.0,0.0
OASIS299,DTXSID3020962,1-Methoxy-2-nitrobenzene,DTXCID70962,91-23-6,CFBYEGUGFPZCNF-UHFFFAOYSA-N,1-Methoxy-2-nitrobenzene,COC1=C(C=CC=C1)[N+]([O-])=O,"InChI=1S/C7H7NO3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3
",,,drugmatrix_6,fraunhofer_65,,,,2.0,Yes,No,No,CFBYEGUGFPZCNF,,1.0,,,1.0
OASIS1465,DTXSID8045777,5-Hydroxy-1-beta-D-ribofuranosylimidazole-4-carboxamide,DTXCID6025777,50924-49-7,HZQDCMWJEBCWBR-UUOKFMHZSA-N,5-Hydroxy-1-beta-D-ribofuranosyl-1H-imidazole-4-carboxamide,NC(=O)C1=C(O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,"InChI=1S/C9H13N3O6/c10-7(16)4-8(17)12(2-11-4)9-6(15)5(14)3(1-13)18-9/h2-3,5-6,9,13-15,17H,1H2,(H2,10,16)/t3-,5-,6-,9-/m1/s1
",dilist_898,,,,,,,4.0,No,No,Yes,HZQDCMWJEBCWBR,0.0,,,,
OASIS1168,DTXSID5049075,Ximelagatran,DTXCID5029001,192939-46-1,ZXIBCJHYVWYIKI-PZJWPPBQSA-N,Ethyl N-{(1R)-1-cyclohexyl-2-[(2S)-2-({[4-(N'-hydroxycarbamimidoyl)phenyl]methyl}carbamoyl)azetidin-1-yl]-2-oxoethyl}glycinate,CCOC(=O)CN[C@H](C1CCCCC1)C(=O)N1CC[C@H]1C(=O)NCC1=CC=C(C=C1)C(\N)=N\O,"InChI=1S/C24H35N5O5/c1-2-34-20(30)15-26-21(17-6-4-3-5-7-17)24(32)29-13-12-19(29)23(31)27-14-16-8-10-18(11-9-16)22(25)28-33/h8-11,17,19,21,26,33H,2-7,12-15H2,1H3,(H2,25,28)(H,27,31)/t19-,21+/m0/s1
",dilist_567,,,,,,,4.0,No,No,Yes,ZXIBCJHYVWYIKI,,,,1.0,
OASIS388,DTXSID4039235,"1-Amino-2,4-dibromoanthraquinone",DTXCID9052,81-49-2,ZINRVIQBCHAZMM-UHFFFAOYSA-N,"1-Amino-2,4-dibromoanthracene-9,10-dione",NC1=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C(Br)C=C1Br,"InChI=1S/C14H7Br2NO2/c15-8-5-9(16)12(17)11-10(8)13(18)6-3-1-2-4-7(6)14(11)19/h1-5H,17H2
",,,,fraunhofer_43,,,,3.0,No,Yes,No,ZINRVIQBCHAZMM,,1.0,,,1.0
OASIS341,DTXSID8039241,Benzaldehyde,DTXCID90134,100-52-7,HUMNYLRZRPPJDN-UHFFFAOYSA-N,Benzaldehyde,O=CC1=CC=CC=C1,"InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H
",,,,fraunhofer_24,ice_142,,,3.0,Yes,No,No,HUMNYLRZRPPJDN,,0.0,,,1.0
OASIS1790,DTXSID3049043,Abiraterone acetate,DTXCID4028969,154229-18-2,UVIQSJCZCSLXRZ-UBUQANBQSA-N,"17-(Pyridin-3-yl)androsta-5,16-dien-3beta-yl acetate",CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC=C4C4=CN=CC=C4)[C@@H]3CC=C2C1,"InChI=1S/C26H33NO2/c1-17(28)29-20-10-12-25(2)19(15-20)6-7-21-23-9-8-22(18-5-4-14-27-16-18)26(23,3)13-11-24(21)25/h4-6,8,14,16,20-21,23-24H,7,9-13,15H2,1-3H3/t20-,21-,23-,24-,25-,26+/m0/s1
",,dilirank2_62,,,,,,4.0,No,Yes,Yes,UVIQSJCZCSLXRZ,,,,1.0,1.0
OASIS1422,DTXSID8023347,Nalmefene,DTXCID903347,55096-26-9,WJBLNOPPDWQMCH-MBPVOVBZSA-N,"17-(Cyclopropylmethyl)-6-methylidene-5alpha-4,5-epoxymorphinan-3,14-diol",OC1=C2O[C@H]3C(=C)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5CC1CC1,"InChI=1S/C21H25NO3/c1-12-6-7-21(24)16-10-14-4-5-15(23)18-17(14)20(21,19(12)25-18)8-9-22(16)11-13-2-3-13/h4-5,13,16,19,23-24H,1-3,6-11H2/t16-,19+,20+,21-/m1/s1
",dilist_10,,,,,,,4.0,No,Yes,No,WJBLNOPPDWQMCH,0.0,,,0.0,1.0
OASIS501,DTXSID8034588,Famoxadone,DTXCID6014588,131807-57-3,PCCSBWNGDMYFCW-UHFFFAOYSA-N,"3-Anilino-5-methyl-5-(4-phenoxyphenyl)-1,3-oxazolidine-2,4-dione",CC1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(OC2=CC=CC=C2)C=C1,"InChI=1/C22H18N2O4/c1-22(16-12-14-19(15-13-16)27-18-10-6-3-7-11-18)20(25)24(21(26)28-22)23-17-8-4-2-5-9-17/h2-15,23H,1H3
",,,,fraunhofer_182,,,,3.0,No,Yes,Yes,PCCSBWNGDMYFCW,,1.0,1.0,,
OASIS140,DTXSID7021239,Retinoic acid,DTXCID001239,302-79-4,SHGAZHPCJJPHSC-YCNIQYBTSA-N,Retinoic acid,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,"InChI=1S/C20H28O2/c1-15(8-6-9-16(2)14-19(21)22)11-12-18-17(3)10-7-13-20(18,4)5/h6,8-9,11-12,14H,7,10,13H2,1-5H3,(H,21,22)/b9-6+,12-11+,15-8+,16-14+
",dilist_201,,,,,,toxrefdb_56,1.0,Yes,No,Yes,SHGAZHPCJJPHSC,1.0,,,1.0,1.0
OASIS755,DTXSID1045950,Pregabalin,DTXCID9025950,148553-50-8,AYXYPKUFHZROOJ-ZETCQYMHSA-N,(3S)-3-(Aminomethyl)-5-methylhexanoic acid,CC(C)C[C@H](CN)CC(O)=O,"InChI=1S/C8H17NO2/c1-6(2)3-7(5-9)4-8(10)11/h6-7H,3-5,9H2,1-2H3,(H,10,11)/t7-/m0/s1
",dilist_168,,,,,,,4.0,Yes,No,No,AYXYPKUFHZROOJ,0.0,,,1.0,1.0
OASIS461,DTXSID5021758,Tris(2-butoxyethyl) phosphate,DTXCID201758,78-51-3,WTLBZVNBAKMVDP-UHFFFAOYSA-N,Tris(2-butoxyethyl) phosphate,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,"InChI=1S/C18H39O7P/c1-4-7-10-20-13-16-23-26(19,24-17-14-21-11-8-5-2)25-18-15-22-12-9-6-3/h4-18H2,1-3H3
",,,,fraunhofer_140,,,,3.0,No,Yes,No,WTLBZVNBAKMVDP,,1.0,,,1.0
OASIS1468,DTXSID8046084,Cefdinir,DTXCID20820060,91832-40-5,RTXOFQZKPXMALH-GHXIOONMSA-N,"(6R,7R)-7-{[(2Z)-2-(2-Amino-1,3-thiazol-4-yl)-2-(hydroxyimino)acetyl]amino}-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",NC1=NC(=CS1)C(=N\O)\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O,"InChI=1S/C14H13N5O5S2/c1-2-5-3-25-12-8(11(21)19(12)9(5)13(22)23)17-10(20)7(18-24)6-4-26-14(15)16-6/h2,4,8,12,24H,1,3H2,(H2,15,16)(H,17,20)(H,22,23)/b18-7-/t8-,12-/m1/s1
",dilist_941,,,,,,,4.0,No,Yes,Yes,RTXOFQZKPXMALH,,,,1.0,
OASIS1227,DTXSID6023735,Valsartan,DTXCID801508574,137862-53-4,ACWBQPMHZXGDFX-QFIPXVFZSA-N,"N-Pentanoyl-N-{[2'-(1H-tetrazol-5-yl)[1,1'-biphenyl]-4-yl]methyl}-L-valine",CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)[C@@H](C(C)C)C(O)=O,"InChI=1S/C24H29N5O3/c1-4-5-10-21(30)29(22(16(2)3)24(31)32)15-17-11-13-18(14-12-17)19-8-6-7-9-20(19)23-25-27-28-26-23/h6-9,11-14,16,22H,4-5,10,15H2,1-3H3,(H,31,32)(H,25,26,27,28)/t22-/m0/s1
",dilist_463,,,,,,,4.0,Yes,No,Yes,ACWBQPMHZXGDFX,1.0,,,,
OASIS475,DTXSID5020605,2-Ethyl-1-hexanol,DTXCID10605,104-76-7,YIWUKEYIRIRTPP-UHFFFAOYSA-N,2-Ethylhexan-1-ol,CCCCC(CC)CO,"InChI=1/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3
",,,,fraunhofer_155,,,,3.0,No,Yes,Yes,YIWUKEYIRIRTPP,,,1.0,,1.0
OASIS545,DTXSID4026769,Hexamethyldisiloxane,DTXCID406769,107-46-0,UQEAIHBTYFGYIE-UHFFFAOYSA-N,Hexamethyldisiloxane,C[Si](C)(C)O[Si](C)(C)C,"InChI=1S/C6H18OSi2/c1-8(2,3)7-9(4,5)6/h1-6H3
",,,,fraunhofer_238,,,,3.0,No,Yes,No,UQEAIHBTYFGYIE,,,,,1.0
OASIS900,DTXSID3022825,Cisapride,DTXCID501508501,81098-60-4,DCSUBABJRXZOMT-KTCVQDLRNA-N,"4-Amino-5-chloro-N-{(3S,4R)-1-[3-(4-fluorophenoxy)propyl]-3-methoxypiperidin-4-yl}-2-methoxybenzamide",CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC,"InChI=1/C23H29ClFN3O4/c1-30-21-13-19(26)18(24)12-17(21)23(29)27-20-8-10-28(14-22(20)31-2)9-3-11-32-16-6-4-15(25)5-7-16/h4-7,12-13,20,22H,3,8-11,14,26H2,1-2H3,(H,27,29)/t20-,22+/s2
",dilist_842,,,,,,,4.0,Yes,No,Yes,DCSUBABJRXZOMT,1.0,,,1.0,1.0
OASIS1817,DTXSID4048690,Carfilzomib,DTXCID0028616,868540-17-4,BLMPQMFVWMYDKT-NZTKNTHTSA-N,N-{(2S)-2-[2-(Morpholin-4-yl)acetamido]-4-phenylbutanoyl}-L-leucyl-N-{(2S)-4-methyl-1-[(2R)-2-methyloxiran-2-yl]-1-oxopentan-2-yl}-L-phenylalaninamide,CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,"InChI=1S/C40H57N5O7/c1-27(2)22-32(36(47)40(5)26-52-40)42-39(50)34(24-30-14-10-7-11-15-30)44-38(49)33(23-28(3)4)43-37(48)31(17-16-29-12-8-6-9-13-29)41-35(46)25-45-18-20-51-21-19-45/h6-15,27-28,31-34H,16-26H2,1-5H3,(H,41,46)(H,42,50)(H,43,48)(H,44,49)/t31-,32-,33-,34-,40+/m0/s1
",,dilirank2_75,,,,,,4.0,No,No,Yes,BLMPQMFVWMYDKT,,,,1.0,1.0
OASIS1263,DTXSID6048464,Carbenicillin,DTXCID2028438,4697-36-3,FPPNZSSZRUTDAP-UWFZAAFLSA-N,"(2S,5R,6R)-6-[2-Carboxy(phenyl)acetamido]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",CC1(C)S[C@@H]2[C@H](NC(=O)C(C(O)=O)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O,"InChI=1S/C17H18N2O6S/c1-17(2)11(16(24)25)19-13(21)10(14(19)26-17)18-12(20)9(15(22)23)8-6-4-3-5-7-8/h3-7,9-11,14H,1-2H3,(H,18,20)(H,22,23)(H,24,25)/t9?,10-,11+,14-/m1/s1
",dilist_261,,,,,,,4.0,No,Yes,No,FPPNZSSZRUTDAP,,,,1.0,
OASIS1126,DTXSID5023742,Warfarin,DTXCID703742,81-81-2,PJVWKTKQMONHTI-UHFFFAOYSA-N,4-Hydroxy-3-(3-oxo-1-phenylbutyl)-2H-1-benzopyran-2-one,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,"InChI=1/C19H16O4/c1-12(20)11-15(13-7-3-2-4-8-13)17-18(21)14-9-5-6-10-16(14)23-19(17)22/h2-10,15,21H,11H2,1H3
",dilist_82,,,,,,,4.0,Yes,No,Yes,PJVWKTKQMONHTI,0.0,,,1.0,
OASIS957,DTXSID3046455,Telithromycin,DTXCID1026455,191114-48-4,LJVAJPDWBABPEJ-PNUFFHFMSA-N,"(3aS,4R,7R,9R,10R,11R,13R,15R,15aR)-4-Ethyl-11-methoxy-3a,7,9,11,13,15-hexamethyl-2,6,8,14-tetraoxo-1-{4-[4-(pyridin-3-yl)-1H-imidazol-1-yl]butyl}tetradecahydro-2H-oxacyclotetradecino[4,3-d][1,3]oxazol-10-yl 3,4,6-trideoxy-3-(dimethylamino)-beta-D-xylo-hexopyranoside",[H][C@@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@]3([H])O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CN=CC=C1,"InChI=1S/C43H65N5O10/c1-12-33-43(8)37(48(41(53)58-43)19-14-13-18-47-23-31(45-24-47)30-16-15-17-44-22-30)27(4)34(49)25(2)21-42(7,54-11)38(28(5)35(50)29(6)39(52)56-33)57-40-36(51)32(46(9)10)20-26(3)55-40/h15-17,22-29,32-33,36-38,40,51H,12-14,18-21H2,1-11H3/t25-,26-,27+,28+,29-,32+,33-,36-,37-,38-,40+,42-,43-/m1/s1
",dilist_441,,,,,,,4.0,No,No,Yes,LJVAJPDWBABPEJ,1.0,,,,
