OASIS_ID,DTXSID,PREFERRED_NAME,DTXCID,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,DILILIST_ID,DILIRANK2_ID,DRUGMATRIX_ID,FRAUNHOFER_ID,ICE_ID,TGGATES_ID,TOXREFDB_ID,Invivo_ranking,Purchased_Broad_Enamine,Purchased_Broad_Molport,Purchased_Broad_Medchemxpress,InChIKey14,Y_Caco2_Wang,Y_PAMPA_NCATS,Y_HIA_Hou,Y_Pgp_Broccatelli,Y_Bioavailability_Ma,Y_Lipophilicity_AstraZeneca,Y_Solubility_AqSolDB,Y_HydrationFreeEnergy_FreeSolv,Y_BBB_Martins,Y_PPBR_AZ,Y_CYP2C19_Veith,Y_CYP2D6_Veith,Y_CYP3A4_Veith,Y_CYP1A2_Veith,Y_CYP2C9_Veith,Y_CYP2C9_Substrate_CarbonMangels,Y_CYP2D6_Substrate_CarbonMangels,Y_CYP3A4_Substrate_CarbonMangels,Y_Half_Life_Obach,Y_Clearance_Hepatocyte_AZ
OASIS1357,DTXSID7048295,Tianeptine,DTXCID2028270,72797-41-2,JICJBGPOMZQUBB-UHFFFAOYSA-N,"7-[(3-Chloro-6-methyl-5,5-dioxo-6,11-dihydro-5H-5lambda~6~-dibenzo[c,f][1,2]thiazepin-11-yl)amino]heptanoic acid",CN1C2=C(C=CC=C2)C(NCCCCCCC(O)=O)C2=CC=C(Cl)C=C2S1(=O)=O,"InChI=1/C21H25ClN2O4S/c1-24-18-9-6-5-8-16(18)21(23-13-7-3-2-4-10-20(25)26)17-12-11-15(22)14-19(17)29(24,27)28/h5-6,8-9,11-12,14,21,23H,2-4,7,10,13H2,1H3,(H,25,26)
",dilist_675,,,,,,,4,Yes,No,Yes,JICJBGPOMZQUBB,,,,,1,1.33,,,1,,,,,,,,,,,
OASIS022,DTXSID0020652,Gemfibrozil,DTXCID20652,25812-30-0,HEMJJKBWTPKOJG-UHFFFAOYSA-N,"5-(2,5-Dimethylphenoxy)-2,2-dimethylpentanoic acid",CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,"InChI=1S/C15H22O3/c1-11-6-7-12(2)13(10-11)18-9-5-8-15(3,4)14(16)17/h6-7,10H,5,8-9H2,1-4H3,(H,16,17)
",dilist_307,,,,,tggates_20,,2,Yes,No,Yes,HEMJJKBWTPKOJG,,,1,,1,0.72,,,,99.77,0,0,0,,1,0,0,1,,108.035
OASIS839,DTXSID2043951,Tolmetin,DTXCID0023951,26171-23-3,UPSPUYADGBWSHF-UHFFFAOYSA-N,[1-Methyl-5-(4-methylbenzoyl)-1H-pyrrol-2-yl]acetic acid,CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,"InChI=1S/C15H15NO3/c1-10-3-5-11(6-4-10)15(19)13-8-7-12(16(13)2)9-14(17)18/h3-8H,9H2,1-2H3,(H,17,18)
",dilist_665,,,,,,,4,Yes,No,Yes,UPSPUYADGBWSHF,,,1,,1,-1.02,-4.09,,,99.72,,,,,,,,,,8.225
OASIS1225,DTXSID6023652,6-Thioguanine,DTXCID803652,154-42-7,WYWHKKSPHMUBEB-UHFFFAOYSA-N,"2-Amino-1,7-dihydro-6H-purine-6-thione",NC1=NC2=C(NC=N2)C(=S)N1,"InChI=1S/C5H5N5S/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)
",dilist_961,,,,,,,4,Yes,No,Yes,WYWHKKSPHMUBEB,,,,,,,-3.31,,0,,,,,,,,,,,
OASIS741,DTXSID1034260,Oxytetracycline,DTXCID9014260,79-57-2,IWVCMVBTMGNXQD-PXOLEDIWSA-N,"(4S,4aR,5S,5aR,6S,12aS)-4-(Dimethylamino)-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide",[H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,"InChI=1S/C22H24N2O9/c1-21(32)7-5-4-6-8(25)9(7)15(26)10-12(21)17(28)13-14(24(2)3)16(27)11(20(23)31)19(30)22(13,33)18(10)29/h4-6,12-14,17,25,27-29,32-33H,1-3H3,(H2,23,31)/t12-,13-,14+,17+,21-,22+/m1/s1
",dilist_618,,,,,,,4,Yes,No,Yes,IWVCMVBTMGNXQD,,,,,1,,-3.15,,,,,,,,,,,,10,
OASIS732,DTXSID1023601,Succimer,DTXCID903601,304-55-2,ACTRVOBWPAIOHC-XIXRPRMCSA-N,"(2R,3S)-2,3-Bis(sulfanyl)butanedioic acid",OC(=O)[C@@H](S)[C@@H](S)C(O)=O,"InChI=1S/C4H6O4S2/c5-3(6)1(9)2(10)4(7)8/h1-2,9-10H,(H,5,6)(H,7,8)/t1-,2+
",dilist_1014,,,,,,,4,Yes,No,Yes,ACTRVOBWPAIOHC,,,,,,,,,,,0,0,0,0,,,,,,
OASIS1649,DTXSID2021317,"1,1,1,2-Tetrachloroethane",DTXCID801317,630-20-6,QVLAWKAXOMEXPM-UHFFFAOYSA-N,"1,1,1,2-Tetrachloroethane",ClCC(Cl)(Cl)Cl,"InChI=1S/C2H2Cl4/c3-1-2(4,5)6/h1H2
",,,,,ice_55,,,3,No,Yes,No,QVLAWKAXOMEXPM,,,,,,,-2.1955,-1.43,,,,,,,,,,,,
OASIS1265,DTXSID6048549,Alfuzosin,DTXCID6028105,81403-80-7,WNMJYKCGWZFFKR-UHFFFAOYSA-N,"N-{3-[(4-Amino-6,7-dimethoxyquinazolin-2-yl)(methyl)amino]propyl}oxolane-2-carboxamide",COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1,"InChI=1/C19H27N5O4/c1-24(8-5-7-21-18(25)14-6-4-9-28-14)19-22-13-11-16(27-3)15(26-2)10-12(13)17(20)23-19/h10-11,14H,4-9H2,1-3H3,(H,21,25)(H2,20,22,23)
",dilist_818,,,,,,,4,Yes,No,Yes,WNMJYKCGWZFFKR,-5.6399999,,,,1,,,,,,0,0,0,0,0,,,,4.8,
OASIS999,DTXSID4022737,Carbinoxamine,DTXCID302737,486-16-8,OJFSXZCBGQGRNV-UHFFFAOYSA-N,"2-[(4-Chlorophenyl)(pyridin-2-yl)methoxy]-N,N-dimethylethan-1-amine",CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,"InChI=1/C16H19ClN2O/c1-19(2)11-12-20-16(15-5-3-4-10-18-15)13-6-8-14(17)9-7-13/h3-10,16H,11-12H2,1-2H3
",dilist_642,,,,,,,4,Yes,No,No,OJFSXZCBGQGRNV,,,,0,,,,,,,,,0,0,0,,,,,
OASIS447,DTXSID4020791,Malathion,DTXCID80791,121-75-5,JXSJBGJIGXNWCI-UHFFFAOYSA-N,Diethyl 2-[(dimethoxyphosphorothioyl)sulfanyl]butanedioate,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,"InChI=1/C10H19O6PS2/c1-5-15-9(11)7-8(10(12)16-6-2)19-17(18,13-3)14-4/h8H,5-7H2,1-4H3
",,,,fraunhofer_122,,,,3,No,Yes,Yes,JXSJBGJIGXNWCI,,,,,,,-3.3637,-8.15,,,,,,,,0,0,0,,
OASIS459,DTXSID8021519,2-(2-Butoxyethoxy)ethanol,DTXCID001519,112-34-5,OAYXUHPQHDHDDZ-UHFFFAOYSA-N,2-(2-Butoxyethoxy)ethan-1-ol,CCCCOCCOCCO,"InChI=1S/C8H18O3/c1-2-3-5-10-7-8-11-6-4-9/h9H,2-8H2,1H3
",,,,fraunhofer_138,,,,3,No,Yes,No,OAYXUHPQHDHDDZ,,,,,,,0.7899,,,,,,,,,,,,,
OASIS1050,DTXSID4045638,Suloctidil,DTXCID101476170,54767-75-8,BFCDFTHTSVTWOG-BFZQBLDANA-N,"(1S,2R)-2-(Octylamino)-1-{4-[(propan-2-yl)sulfanyl]phenyl}propan-1-ol",CCCCCCCCN[C@H](C)[C@@H](O)C1=CC=C(SC(C)C)C=C1,"InChI=1/C20H35NOS/c1-5-6-7-8-9-10-15-21-17(4)20(22)18-11-13-19(14-12-18)23-16(2)3/h11-14,16-17,20-22H,5-10,15H2,1-4H3/t17-,20-/s2
",dilist_481,,,,,,,4,No,No,Yes,BFCDFTHTSVTWOG,,,,,,,,,,,,1,,1,,,,,,
OASIS1164,DTXSID5048550,Bambuterol,DTXCID1028106,81732-65-2,ANZXOIAKUNOVQU-UHFFFAOYSA-N,"5-[2-(tert-Butylamino)-1-hydroxyethyl]-1,3-phenylene bis(dimethylcarbamate)",CN(C)C(=O)OC1=CC(=CC(OC(=O)N(C)C)=C1)C(O)CNC(C)(C)C,"InChI=1/C18H29N3O5/c1-18(2,3)19-11-15(22)12-8-13(25-16(23)20(4)5)10-14(9-12)26-17(24)21(6)7/h8-10,15,19,22H,11H2,1-7H3
",dilist_616,,,,,,,4,No,Yes,No,ANZXOIAKUNOVQU,,,,0,,,,,,,,1,0,0,0,,,,2.6,
OASIS250,DTXSID6025068,Dihexyl phthalate,DTXCID505068,84-75-3,KCXZNSGUUQJJTR-UHFFFAOYSA-N,"Dihexyl benzene-1,2-dicarboxylate",CCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCC,"InChI=1S/C20H30O4/c1-3-5-7-11-15-23-19(21)17-13-9-10-14-18(17)20(22)24-16-12-8-6-4-2/h9-10,13-14H,3-8,11-12,15-16H2,1-2H3
",,,,,,,toxrefdb_77,1,No,Yes,Yes,KCXZNSGUUQJJTR,,,,,,,-6.144,,,,,,,,,,,,,
OASIS1480,DTXSID8048317,Donepezil,DTXCID0028292,120014-06-4,ADEBPBSSDYVVLD-UHFFFAOYSA-N,"2-[(1-Benzylpiperidin-4-yl)methyl]-5,6-dimethoxy-2,3-dihydro-1H-inden-1-one",COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1,"InChI=1/C24H29NO3/c1-27-22-14-19-13-20(24(26)21(19)15-23(22)28-2)12-17-8-10-25(11-9-17)16-18-6-4-3-5-7-18/h3-7,14-15,17,20H,8-13,16H2,1-2H3
",dilist_771,,,,,,,4,Yes,No,Yes,ADEBPBSSDYVVLD,,,,,1,2.41,,,,89.49,,,,,,0,1,1,,
OASIS1624,DTXSID8020121,Sodium azide,DTXCID80121,26628-22-8,PXIPVTKHYLBLMZ-UHFFFAOYSA-N,Sodium azide,[Na+].[N-]=[N+]=[N-],"InChI=1S/N3.Na/c1-3-2;/q-1;+1
",,,,,ice_78,,,3,Yes,No,No,PXIPVTKHYLBLMZ,,,,,,,0.804013495,,,,,,,,,,,,,
OASIS906,DTXSID3022906,Dexpanthenol,DTXCID402906,81-13-0,SNPLKNRPJHDVJA-ZETCQYMHSA-N,"(2R)-2,4-Dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide",CC(C)(CO)[C@@H](O)C(=O)NCCCO,"InChI=1S/C9H19NO4/c1-9(2,6-12)7(13)8(14)10-4-3-5-11/h7,11-13H,3-6H2,1-2H3,(H,10,14)/t7-/m0/s1
",dilist_138,,,,,,,4,Yes,No,Yes,SNPLKNRPJHDVJA,,,,,,,0.416051303,,,,0,0,0,0,0,,,,,
OASIS092,DTXSID6021244,Rifampicin,DTXCID301244,13292-46-1,JQXXHWHPUNPDRT-WLSIYKJHSA-N,"(2S,12Z,14E,16S,17S,18R,19R,20R,21S,22R,23S,24E)-5,6,9,17,19-Pentahydroxy-23-methoxy-2,4,12,16,18,20,22-heptamethyl-8-{(E)-[(4-methylpiperazin-1-yl)imino]methyl}-1,11-dioxo-1,2-dihydro-2,7-(epoxypentadeca[1,11,13]trienoimino)naphtho[2,1-b]furan-21-yl acetate",CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(C)CC1)=C2O,"InChI=1S/C43H58N4O12/c1-21-12-11-13-22(2)42(55)45-33-28(20-44-47-17-15-46(9)16-18-47)37(52)30-31(38(33)53)36(51)26(6)40-32(30)41(54)43(8,59-40)57-19-14-29(56-10)23(3)39(58-27(7)48)25(5)35(50)24(4)34(21)49/h11-14,19-21,23-25,29,34-35,39,49-53H,15-18H2,1-10H3,(H,45,55)/b12-11+,19-14+,22-13-,44-20+/t21-,23+,24+,25+,29-,34-,35+,39+,43-/m0/s1
",dilist_834,,,,,tggates_87,,2,Yes,No,Yes,JQXXHWHPUNPDRT,,,,,,,,,0,,0,0,0,0,0,1,0,1,3.8,
OASIS838,DTXSID2043874,Tyramine,DTXCID0023874,51-67-2,DZGWFCGJZKJUFP-UHFFFAOYSA-N,4-(2-Aminoethyl)phenol,NCCC1=CC=C(O)C=C1,"InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2
",dilist_981,,,,,,,4,Yes,No,Yes,DZGWFCGJZKJUFP,,,,,,,-1.116107831,,,,,0,0,0,0,,,,,
OASIS1175,DTXSID60172873,Pralnacasan,DTXCID2095364,192755-52-5,CXAGHAZMQSCAKJ-WAHHBDPQSA-N,"(1S,9S)-N-[(2R,3S)-2-Ethoxy-5-oxooxolan-3-yl]-9-[(isoquinoline-1-carbonyl)amino]-6,10-dioxooctahydro-6H-pyridazino[1,2-a][1,2]diazepine-1-carboxamide",CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2N1C(=O)[C@H](CCC2=O)NC(=O)C1=NC=CC2=CC=CC=C12,"InChI=1S/C26H29N5O7/c1-2-37-26-18(14-21(33)38-26)29-23(34)19-8-5-13-30-20(32)10-9-17(25(36)31(19)30)28-24(35)22-16-7-4-3-6-15(16)11-12-27-22/h3-4,6-7,11-12,17-19,26H,2,5,8-10,13-14H2,1H3,(H,28,35)(H,29,34)/t17-,18-,19-,26+/m0/s1
",dilist_580,,,,,,,4,No,No,Yes,CXAGHAZMQSCAKJ,,,,,,1.16,,,,,,,,,,,,,,
OASIS006,DTXSID7020348,Coumarin,DTXCID50348,91-64-5,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,2H-1-Benzopyran-2-one,O=C1OC2=C(C=CC=C2)C=C1,"InChI=1S/C9H6O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H
",,,,,ice_76,tggates_4,toxrefdb_72,1,Yes,No,Yes,ZYGHJZDHTFUPRJ,,,1,,0,,-1.886030361,,0,,,,,,,0,0,0,,
OASIS1051,DTXSID4045925,Ceftibuten,DTXCID2025925,97519-39-6,UNJFKXSSGBWRBZ-BJCIPQKHSA-N,"(6R,7R)-7-{[(2Z)-2-(2-Amino-1,3-thiazol-4-yl)-4-carboxybut-2-enoyl]amino}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",NC1=NC(=CS1)C(=C\CC(O)=O)\C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O,"InChI=1S/C15H14N4O6S2/c16-15-17-7(5-27-15)6(1-2-9(20)21)11(22)18-10-12(23)19-8(14(24)25)3-4-26-13(10)19/h1,3,5,10,13H,2,4H2,(H2,16,17)(H,18,22)(H,20,21)(H,24,25)/b6-1-/t10-,13-/m1/s1
",dilist_940,,,,,,,4,No,Yes,No,UNJFKXSSGBWRBZ,-6.0604806,,,,,,,,,,,,,,,,,,,
OASIS932,DTXSID3023712,Trimethoprim,DTXCID803712,738-70-5,IEDVJHCEMCRBQM-UHFFFAOYSA-N,"5-[(3,4,5-Trimethoxyphenyl)methyl]pyrimidine-2,4-diamine",COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,"InChI=1S/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)
",dilist_788,,,,,,,4,Yes,No,Yes,IEDVJHCEMCRBQM,,,1,0,1,0.63,-2.8608,,1,66.1,,,,,,1,0,1,9.6,
OASIS010,DTXSID6022923,Diclofenac,DTXCID802923,15307-86-5,DCOPUUMXTXDBNB-UHFFFAOYSA-N,"[2-(2,6-Dichloroanilino)phenyl]acetic acid",OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,"InChI=1S/C14H11Cl2NO2/c15-10-5-3-6-11(16)14(10)17-12-7-2-1-4-9(12)8-13(18)19/h1-7,17H,8H2,(H,18,19)
",dilist_1027,,drugmatrix_28,,,tggates_8,,2,Yes,No,Yes,DCOPUUMXTXDBNB,-4.460681,,,0,1,1.08,-4.620257788,,,99.68,,,,,,1,0,1,1.4,83.55
OASIS1294,DTXSID7022756,Cefmetazole,DTXCID502756,56796-20-4,SNBUBQHDYVFSQF-HIFRSBDPSA-N,"(6R,7S)-7-{2-[(Cyanomethyl)sulfanyl]acetamido}-7-methoxy-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O,"InChI=1S/C15H17N7O5S3/c1-21-14(18-19-20-21)30-6-8-5-29-13-15(27-2,17-9(23)7-28-4-3-16)12(26)22(13)10(8)11(24)25/h13H,4-7H2,1-2H3,(H,17,23)(H,24,25)/t13-,15+/m1/s1
",dilist_761,,,,,,,4,No,Yes,No,SNBUBQHDYVFSQF,,,0,0,,,,,0,80.65,,,,,,,,,1.5,
OASIS014,DTXSID7032004,Flutamide,DTXCID9011121,13311-84-7,MKXKFYHWDHIYRV-UHFFFAOYSA-N,2-Methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,"InChI=1S/C11H11F3N2O3/c1-6(2)10(17)15-7-3-4-9(16(18)19)8(5-7)11(12,13)14/h3-6H,1-2H3,(H,15,17)
",dilist_153,,,fraunhofer_206,,tggates_12,,2,Yes,No,Yes,MKXKFYHWDHIYRV,,,1,,,3.46,,,,,,0,,1,,0,0,1,,
OASIS817,DTXSID2023515,Procyclidine,DTXCID603515,77-37-2,WYDUSKDSKCASEF-UHFFFAOYSA-N,1-Cyclohexyl-1-phenyl-3-(pyrrolidin-1-yl)propan-1-ol,OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,"InChI=1/C19H29NO/c21-19(17-9-3-1-4-10-17,18-11-5-2-6-12-18)13-16-20-14-7-8-15-20/h1,3-4,9-10,18,21H,2,5-8,11-16H2
",dilist_1043,,,,,,,4,No,Yes,No,WYDUSKDSKCASEF,,,1,,1,1.78,-4.7,,1,,0,1,0,0,0,,,,12,
OASIS639,DTXSID0023377,Nomifensine,DTXCID803377,24526-64-5,XXPANQJNYNUNES-UHFFFAOYSA-N,"2-Methyl-4-phenyl-1,2,3,4-tetrahydroisoquinolin-8-amine",CN1CC(C2=CC=CC=C2)C2=CC=CC(N)=C2C1,"InChI=1/C16H18N2/c1-18-10-14(12-6-3-2-4-7-12)13-8-5-9-16(17)15(13)11-18/h2-9,14H,10-11,17H2,1H3
",dilist_687,,,,,,,4,Yes,No,Yes,XXPANQJNYNUNES,,,,,,2.1,,,1,,,,,,,,,,6.5,
OASIS1313,DTXSID7023300,Methylprednisolone,DTXCID903300,83-43-2,VHRSUDSXCMQTMA-PJHHCJLFSA-N,"11beta,17,21-Trihydroxy-6alpha-methylpregna-1,4-diene-3,20-dione",[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,"InChI=1S/C22H30O5/c1-12-8-14-15-5-7-22(27,18(26)11-23)21(15,3)10-17(25)19(14)20(2)6-4-13(24)9-16(12)20/h4,6,9,12,14-15,17,19,23,25,27H,5,7-8,10-11H2,1-3H3/t12-,14-,15-,17-,19+,20-,21-,22-/m0/s1
",dilist_366,,,,,,,4,No,Yes,Yes,VHRSUDSXCMQTMA,-5.1161518,,1,1,1,2.12,-3.4921,,0,79.92,0,0,,0,0,0,0,1,2.3,79.56
OASIS1118,DTXSID5023459,Phenprocoumon,DTXCID203459,435-97-2,DQDAYGNAKTZFIW-UHFFFAOYSA-N,4-Hydroxy-3-(1-phenylpropyl)-2H-1-benzopyran-2-one,CCC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,"InChI=1/C18H16O3/c1-2-13(12-8-4-3-5-9-12)16-17(19)14-10-6-7-11-15(14)21-18(16)20/h3-11,13,19H,2H2,1H3
",dilist_407,,,,,,,4,Yes,No,Yes,DQDAYGNAKTZFIW,,,1,,,,,,,,,,,,,1,0,0,,
OASIS1030,DTXSID40236689,Vismodegib,DTXCID20159180,879085-55-9,BPQMGSKTAYIVFO-UHFFFAOYSA-N,2-Chloro-N-[4-chloro-3-(pyridin-2-yl)phenyl]-4-(methanesulfonyl)benzamide,CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)NC1=CC(=C(Cl)C=C1)C1=CC=CC=N1,"InChI=1S/C19H14Cl2N2O3S/c1-27(25,26)13-6-7-14(17(21)11-13)19(24)23-12-5-8-16(20)15(10-12)18-4-2-3-9-22-18/h2-11H,1H3,(H,23,24)
",dilist_863,dilirank2_207,,,,,,4,No,Yes,Yes,BPQMGSKTAYIVFO,,,,,,2.84,,,,,,,,,,,,,,
OASIS1557,DTXSID9023752,Zileuton,DTXCID003752,111406-87-2,MWLSOWXNZPKENC-UHFFFAOYSA-N,N-[1-(1-Benzothiophen-2-yl)ethyl]-N-hydroxyurea,CC(N(O)C(N)=O)C1=CC2=C(S1)C=CC=C2,"InChI=1/C11H12N2O2S/c1-7(13(15)11(12)14)10-6-8-4-2-3-5-9(8)16-10/h2-7,15H,1H3,(H2,12,14)
",dilist_221,,,,,,,4,Yes,No,Yes,MWLSOWXNZPKENC,,,1,,,2.05,-3.37,,,,,,,,,1,0,1,,7.76
OASIS956,DTXSID3046451,Capecitabine,DTXCID1026451,154361-50-9,GAGWJHPBXLXJQN-UORFTKCHSA-N,5'-Deoxy-5-fluoro-N-[(pentyloxy)carbonyl]cytidine,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,"InChI=1S/C15H22FN3O6/c1-3-4-5-6-24-15(23)18-12-9(16)7-19(14(22)17-12)13-11(21)10(20)8(2)25-13/h7-8,10-11,13,20-21H,3-6H2,1-2H3,(H,17,18,22,23)/t8-,10-,11-,13-/m1/s1
",dilist_485,,,,,,,4,Yes,No,Yes,GAGWJHPBXLXJQN,,,1,,,0.67,,,,,,,,,,,,,,
OASIS114,DTXSID9021390,"1,2,3-Trichloropropane",DTXCID401390,96-18-4,CFXQEHVMCRXUSD-UHFFFAOYSA-N,"1,2,3-Trichloropropane",ClCC(Cl)CCl,"InChI=1S/C3H5Cl3/c4-1-3(6)2-5/h3H,1-2H2
",,,drugmatrix_1,fraunhofer_93,ice_147,,toxrefdb_120,1,No,Yes,No,CFXQEHVMCRXUSD,,,,,,,-1.9255,,,,,,,,,,,,,
OASIS1027,DTXSID4023597,Streptomycin A,DTXCID803597,57-92-1,UCSJYZPVAKXKNQ-HZYVHMACSA-N,"N,N'-[(1R,2R,3S,4R,5R,6S)-4-({5-Deoxy-2-O-[2-deoxy-2-(methylamino)-alpha-L-glucopyranosyl]-3-C-formyl-alpha-L-lyxofuranosyl}oxy)-2,5,6-trihydroxycyclohexane-1,3-diyl]diguanidine",[H][C@@]1(O[C@H]2[C@H](O[C@@]3([H])[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]3NC(N)=N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1NC,"InChI=1S/C21H39N7O12/c1-5-21(36,4-30)16(40-17-9(26-2)13(34)10(31)6(3-29)38-17)18(37-5)39-15-8(28-20(24)25)11(32)7(27-19(22)23)12(33)14(15)35/h4-18,26,29,31-36H,3H2,1-2H3,(H4,22,23,27)(H4,24,25,28)/t5-,6-,7+,8-,9-,10-,11+,12-,13-,14+,15+,16-,17-,18-,21+/m0/s1
",dilist_723,,,,,,,4,Yes,No,Yes,UCSJYZPVAKXKNQ,,,0,,0,,,,0,,0,0,0,0,0,,,,4.3,
OASIS316,DTXSID8024440,Allylamine,DTXCID404440,107-11-9,VVJKKWFAADXIJK-UHFFFAOYSA-N,Prop-2-en-1-amine,NCC=C,"InChI=1S/C3H7N/c1-2-3-4/h2H,1,3-4H2
",,,drugmatrix_17,,,,,2,Yes,No,No,VVJKKWFAADXIJK,,,,,,,1.2434,,,,,,,,,,,,,
OASIS1034,DTXSID4023705,Trihexyphenidyl,DTXCID703705,144-11-6,HWHLPVGTWGOCJO-UHFFFAOYSA-N,1-Cyclohexyl-1-phenyl-3-(piperidin-1-yl)propan-1-ol,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1,"InChI=1/C20H31NO/c22-20(18-10-4-1-5-11-18,19-12-6-2-7-13-19)14-17-21-15-8-3-9-16-21/h1,4-5,10-11,19,22H,2-3,6-9,12-17H2
",dilist_1045,,,,,,,4,Yes,No,No,HWHLPVGTWGOCJO,,,1,,1,2.68,-5.2,,1,,,,,,,,,,,
OASIS203,DTXSID2047359,"4-Bromophenyl 1,4-diazabicyclo(3.2.2)nonane-4-carboxylate",DTXCID0027359,298198-52-4,RXLOZRCLQMJJLC-UHFFFAOYSA-N,"4-Bromophenyl 1,4-diazabicyclo[3.2.2]nonane-4-carboxylate",BrC1=CC=C(OC(=O)N2CCN3CCC2CC3)C=C1,"InChI=1S/C14H17BrN2O2/c15-11-1-3-13(4-2-11)19-14(18)17-10-9-16-7-5-12(17)6-8-16/h1-4,12H,5-10H2
",,,,,,,toxrefdb_48,1,No,Yes,No,RXLOZRCLQMJJLC,,,,,,1.58,,,,,,,,,,,,,,
OASIS304,DTXSID3022958,DL-Dobutamine,DTXCID702958,34368-04-2,JRWZLRBJNMZMFE-UHFFFAOYSA-N,"4-(2-{[4-(4-Hydroxyphenyl)butan-2-yl]amino}ethyl)benzene-1,2-diol",CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1,"InChI=1/C18H23NO3/c1-13(2-3-14-4-7-16(20)8-5-14)19-11-10-15-6-9-17(21)18(22)12-15/h4-9,12-13,19-22H,2-3,10-11H2,1H3
",dilist_209,,drugmatrix_32,,,,,2,No,Yes,No,JRWZLRBJNMZMFE,,,,0,,,,,,,,,,,,,,,,
OASIS994,DTXSID4022602,Ampicillin,DTXCID202602,69-53-4,AVKUERGKIZMTKX-NJBDSQKTSA-N,"(2S,5R,6R)-6-{[(2R)-2-Amino-2-phenylacetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,"InChI=1S/C16H19N3O4S/c1-16(2)11(15(22)23)19-13(21)10(14(19)24-16)18-12(20)9(17)8-6-4-3-5-7-8/h3-7,9-11,14H,17H2,1-2H3,(H,18,20)(H,22,23)/t9-,10-,11+,14-/m1/s1
",dilist_264,,,,,,,4,Yes,No,Yes,AVKUERGKIZMTKX,-5.885,,,,1,,-1.764508221,,0,,,,,,,,,,1.4,
